,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정읍,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,안성,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,북평,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,삼천포,진영,마산,군북,진주,하동,광양,보성,화순,광주
영동,101835,9866,59405,2090,23731,3651,15907,19190,260186,97044,58163,91297,34681,96518,732,4573,79672,0,0,0,0,4,25,0,0,0,99,74,14,35,1,1,8,1,202,0,0,11,0,2,0,25,148,0,0,0,4,2,0,0,0,0,0,0,503,0,0,0,0,145,120,4,11,22,0,1,1,0,0,0,0,0,0,0,0,1,13,37,11,0,31,5099,0,455,0,0,0,0,0
김천,197421,14095,81967,1294,42195,5496,26849,18951,132360,12915,85937,184161,518343,307591,2961,10533,225167,0,0,41,1,319,22941,32,0,35,1425,133,149,57,46,5,17,21,1,8,0,163,20,7,2,27,34,0,7,2,4,0,1,0,0,0,0,0,0,1,0,0,0,193684,107065,13319,13538,16,3,129,17,62,3053,0,0,2,10,1971,0,5,2390,156,11,1,453,14564,162,851,8,3,0,0,102
구미,171554,11005,57909,704,28165,4306,20543,20931,117379,7988,35747,588937,999345,1699280,18636,19833,196031,0,0,17,0,11,22766,859,1,133,1308,97,7,5,5,0,0,5,0,0,0,534,0,0,0,0,4,0,0,0,0,34,0,0,0,0,0,0,660,0,0,740,0,25663,24093,10783,3061,2,2,9,1,1,1019,4,0,0,0,0,0,10,1525,114,141,0,425,12695,380,1962,4,6,3,0,6
동대구,1224867,74256,150357,2053,124125,18716,97886,73210,255850,13252,93982,355020,1826037,1789,417963,452340,1766923,0,413,13757,149,26217,147081,120638,126479,497290,3293,1870,2373,351,1073,96,416,1230,0,0,0,862,0,0,0,0,0,0,0,0,0,264,0,0,0,0,1659,0,3260,0,0,1315,0,49328,71956,61193,28107,114,2115,12057,1885,3172,42059,12,0,89,3,2905,2782,16195,154078,98206,4900,0,10361,46915,2045,3506,214,298,0,0,980
청도,12884,7640,6314,294,2142,532,1137,883,3096,546,1167,4564,25274,487196,179714,146660,445978,0,0,0,0,19,91,62,34,514,2744,91,80,6,18,0,3,9,0,0,0,13,1,1,2,0,0,0,0,0,0,60,0,0,0,0,0,0,480,0,0,0,0,31,40,3,5,5,0,0,0,0,658,0,0,1,0,0,23,7,2054,39,3383,0,5983,25646,48,353,14,8,0,0,9
삼량진,108031,15277,24052,509,12724,1966,7627,5962,27329,798,4594,12101,17946,459585,153098,503379,2557959,0,0,0,0,37,3,0,0,55,18,105,275,0,23,41,704,0,0,0,8,2313,0,0,2271,0,0,0,0,2,2,44,1,0,0,0,0,0,0,0,0,0,0,1,15,8,0,2,0,0,0,0,0,0,0,0,0,0,2,123,71,1,21717,2,57462,183008,6810,14796,2218,613,1667,120,867
부산,2186498,118278,132856,2347,124497,19082,124292,104432,416526,9555,85859,266335,201330,1843578,465149,2584781,65021,10,1591,25448,121,46744,51102,54499,21620,17722,790,3935,8873,26,3329,8941,50583,1481,55,35,0,33573,49,0,21,0,59,0,134,0,0,336,0,0,0,0,7092,0,5175,0,0,2882,0,58,479,1,0,490,7966,19231,3176,13753,47265,131,0,39,23,20362,305514,171191,94582,9816,9473,1,171029,135200,67956,59176,30710,12393,59615,4837,29641
팔당,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,79,26602,35989,11046,339,2529,649,530,96,41,0,0,0,0,0,0,0,0,0,0,0,0,0,38,27,0,0,0,0,0,0,97,0,0,0,0,228535,0,2,0,0,0,0,4,2,4,0,0,9,77,7,12,0,128,71,480,393,58,1141,352,73,2,0,0,0,0,0,0,0,0,0,0,0
양평,0,0,0,0,0,0,0,16,0,0,0,2,1,854,0,0,1910,28084,283965,150448,1521,10242,3545,2229,450,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,147,105,0,0,0,0,0,0,0,0,0,0,0,799605,0,473,1852,1,0,0,20,5,0,0,0,111,435,294,748,826,817,135,1332,2452,666,357,1616,1111,586,0,0,0,0,0,0,0,0,0,0,0
원주,0,40,37,0,0,0,0,300,7,1,0,17,0,21034,0,0,25314,10288,138756,411539,9188,99155,39204,24174,3834,13855,1400,510,0,0,376,0,0,0,0,0,0,0,0,630,663,0,0,0,0,0,0,0,0,0,0,20,707794,0,3519,800,0,250,0,17,12,5,0,0,557,6293,4430,5479,8586,31877,4201,53138,73210,10444,1625,18396,10810,791,0,0,0,482,0,0,0,0,0,0,0
봉양,0,0,0,0,0,0,0,2374,2,0,0,0,0,280,0,0,1287,423,1581,9029,1537,9605,3165,983,348,524,0,0,2,0,0,0,0,0,0,0,0,0,0,8128,45774,0,0,0,0,0,0,0,0,0,0,0,26346,0,1520,1,0,358,0,2,1,2,0,0,46,738,59,29,2,1018,291,2506,4678,1558,331,2970,1111,2,0,0,0,0,0,0,0,0,0,0,0
제천,282,0,35,0,1370,1156,3897,55638,478,1,0,252,15,30870,0,0,35810,1776,10731,87410,6825,86811,182980,73141,8670,19964,0,12,0,0,0,0,0,0,0,0,0,0,0,178834,220701,0,0,0,0,0,0,0,0,0,0,0,416623,0,480,0,0,2100,0,444,814,285,4,0,2261,13144,4683,15780,9842,70152,20487,195433,138983,25943,4505,36156,24146,282,0,0,0,0,0,0,0,0,0,0,0
영주,0,0,0,0,0,14,12,254,294,3,27,25613,16175,131437,0,1,46977,424,3638,44983,2114,224888,248906,295378,22231,40899,1400,0,0,0,0,0,0,0,0,0,0,0,0,479,403,0,0,0,3,0,0,0,0,0,0,0,376913,0,500,0,0,0,0,16777,35710,285272,1146,0,177920,187150,23833,39072,41436,50,11,1377,1219,26449,3404,29787,28860,2102,1,0,0,362,0,0,0,0,0,0,0
안동,0,89,0,0,0,0,0,34,10,0,0,101,926,145448,0,1,57210,403,1741,27248,569,80154,303569,487293,132632,52932,2700,0,0,0,0,0,20,122,0,0,0,0,0,8,79,0,23,0,0,0,0,0,0,0,0,0,308328,26,1016,0,0,264,0,32,71,262,2,0,6292,29946,4150,6374,21282,4,0,129,174,39805,4120,44135,48480,3022,0,0,0,0,0,0,0,0,0,0,82
의성,0,0,0,0,0,0,0,0,0,1,0,2,11,144529,2,8,20489,87,400,3286,191,10893,22538,137690,200083,114060,2600,0,0,0,0,0,1,0,0,0,0,0,0,7,35,0,0,0,0,0,0,0,0,0,0,0,51938,0,1000,0,0,840,0,2,24,0,0,0,1009,7835,1214,2295,2995,15,4,204,106,28545,2659,21898,39033,3779,0,0,0,431,0,0,0,0,0,0,0
영천,1262,1284,0,1,67,0,144,75,367,0,1,329,718,509372,311,95,20038,15,629,8091,183,15578,34500,52155,113728,178975,1200,78,0,0,257,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,228,30154,0,960,114,0,350,0,10,8,2,1,0,2115,14031,1863,3552,6795,3,0,29,17,22618,5593,48696,130185,23923,0,0,3,2989,4,0,0,0,0,0,20
논산,179948,41241,105564,2433,45433,8431,26091,19677,641049,60,95,159,1309,12317,17,42,18892,0,0,6202,0,33,0,518,0,0,344312,237348,42231,5134,29284,5114,15543,18251,2809,4399,2421,6371,6889,550,8,2,138,0,320,3,0,0,0,0,0,0,0,0,18785,0,0,16450,0,0,0,2,0,21418,0,1,0,0,0,0,0,0,2,0,0,0,0,0,338,0,0,20,0,837,41,15,0,0,16033
이리,309231,54341,116898,2433,55869,8273,33813,24960,170899,4,37,350,8,2695,4,220,4541,0,0,430,0,93,0,0,0,20,261371,797732,676510,33021,60627,14301,52229,1261517,57414,64129,20085,35651,26402,1,34,4,11,0,3148,0,1424,0,0,0,0,0,0,0,481,0,0,20,0,0,0,0,0,917440,70,377,0,0,0,0,0,0,0,0,0,4,1,2,15,0,1,526,0,2369,129,0,3,0,27688
정읍,236523,91698,133430,5159,48621,9675,19117,13396,77776,0,3,182,40,3317,15,242,11361,0,0,0,1,7,1,0,0,0,45771,679531,718815,66434,78091,11740,37444,6700,76,477,253,89,82,0,3,0,2,0,1335,0,0,40,126,0,0,0,0,0,0,0,0,895,0,0,0,0,0,28641,0,0,0,0,0,0,0,0,20,0,0,0,4,9,13,0,0,3,0,0,0,0,0,0,21906
장성,57248,22399,31895,1296,8001,1641,4094,3808,14957,3,56,133,57,552,9,0,58,0,0,0,0,1,0,0,0,0,4854,34937,69368,341161,119314,6843,16995,134,0,1,0,12,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,800,0,0,395,0,0,0,0,0,1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,7498
송정리,141856,81829,42076,2361,16591,6382,9760,9267,29032,0,4,87,53,715,0,158,5490,0,2891,20,0,1,0,0,0,264,15822,49754,70850,118998,421349,72603,232385,241,0,0,134,1648,3077,0,0,0,4,0,0,0,2,138,0,0,0,0,1200,792,4838,0,0,870,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,49,1537,48,335,77,82,6000,2389,64514
영산포,109358,38422,52199,2489,16999,4955,8134,10922,14958,1,0,0,0,38,0,310,10157,0,0,0,0,1,0,0,0,0,5777,16294,16352,7332,106946,79562,129570,12,0,0,0,1309,1764,0,2,0,0,0,0,0,0,100,0,0,0,0,0,0,980,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1778,71,306,31,26,2928,1853,97048
목포,269107,112834,92514,3999,27730,5759,14379,11273,43812,0,2,5,4,76,0,1553,58630,0,0,0,0,6,0,0,0,0,21655,56298,49122,19859,275480,143243,1909191,54,46,0,0,7249,8817,0,2,1,56,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,35,10136,18,2209,551,642,6746,2670,350747
전주,169750,46839,50026,1758,33543,2222,15917,11470,24949,2,0,0,0,172,0,1,298,0,0,110,0,0,0,32,0,94,16770,1242911,3366,155,241,9,1146,447729,265986,283818,48547,65809,49248,1,3,0,0,0,1573,0,0,0,0,0,0,0,0,0,879,0,0,58,0,0,0,0,0,311430,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,454,0,2350,202,2,17,0,98
임실,29721,15777,22874,1408,7870,1093,2382,1126,3631,0,0,2,0,2,0,0,27,0,0,0,0,0,0,0,0,0,2738,49521,16,0,3,1,47,247598,49756,79489,10424,18576,10343,0,0,0,0,0,263,0,0,0,272,0,0,0,0,0,21,0,0,0,0,0,0,0,0,4011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,106,1,378,130,54,3,1,3
남원,85057,21708,26552,1176,10045,1318,5494,4266,10411,0,0,0,0,0,0,7,249,0,0,0,0,0,0,0,0,0,5776,64707,29,0,0,0,0,255721,82544,338033,42821,65709,32529,0,0,0,0,0,47,0,0,0,73,0,0,0,0,0,366,0,0,0,0,0,0,0,0,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,39,0,939,665,514,301,0,0
구례구,85336,12174,25734,675,7574,849,2592,1831,8485,0,0,0,3,192,0,24,749,0,0,0,0,0,0,0,0,0,1709,19822,217,0,0,0,0,45715,9611,38109,51166,261086,58640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,510,8,1246,285,618,557,3,8
순천,131140,34298,43978,2090,17243,4753,8411,12682,17458,0,0,1,374,1033,0,1876,25602,0,0,0,0,1,0,0,0,0,12313,33105,2,2,969,1063,6007,61129,17192,62690,233025,466813,516134,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,292,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,320,12634,1141,26492,58296,191617,171010,7765,24667
여수,112332,13939,18501,877,7999,1308,6737,7718,13688,0,0,46,0,21,7,114,1796,0,0,0,0,15,0,0,0,0,10113,37332,48,10,2118,1392,5402,54710,10787,38393,61018,488252,161422,19,36,1,0,0,1,0,1,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,957,15,2616,6279,11885,48730,6931,22162
청주,50842,423,37957,44,13406,6386,7795,74589,630,36,51,36,8,209,7,10,406,6,73,674,9561,180729,1223,425,9,2,2535,313,6,1,126,7,53,669,0,9,1,16,56,279206,206785,0,108,0,0,0,0,9,0,0,0,0,0,0,435,0,0,208,0,0,0,0,0,0,2,101,2,3,6,542,13,3877,2963,0,5,49,8,2,43,0,0,11,0,2,0,0,0,0,135
충주,7783,31,6507,20,6560,3621,7184,51947,136,11,18,2,0,20,2,40,255,8,124,956,42452,213357,2080,866,160,129,24,1,1,0,0,0,0,0,0,0,0,0,0,199082,160464,0,0,0,0,0,0,0,0,0,0,0,1869,0,0,0,0,51,0,0,0,0,0,0,44,417,14,14,10,1375,619,6829,6921,138,59,3727,742,9,0,0,0,3,0,0,0,0,0,0,0
부평,0,0,0,0,63,6553,522,29,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,420,420,0,0,0,0,0,0,0,0,71,220,539,20,20,0,6158,14068,0,0,0,27,138,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
인천,0,8504,0,0,0,8267,184,1088,7378,0,14,3,20,128,1,10,293,0,0,336,0,0,0,0,0,0,1403,219,27,7,14,5,48,842,0,14,2,13,10,6,0,0,0,0,138,613,636,194,139,0,9267,32399,0,0,0,0,104,932,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,21,0,0,3,37,0,14,3,0,0,0,42
송도,0,0,0,0,106809,225,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609366,10,49,63,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
온양온천,86267,5219,91712,7927,28368,30864,127606,590,1111,6,4,16,1,32,0,2,189,0,0,0,0,2,0,0,0,0,3,2433,490,0,0,0,2,1480,106,0,0,1,5,1,0,532,544,0,146145,220721,59182,40296,33497,34,28,61,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0
예산,158154,10345,178936,17949,65485,29260,234667,261,1814,10,3,2,0,7,0,0,4,0,0,0,1,1,0,0,0,0,1301,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1832,4513,0,198395,181816,232811,63937,47474,71,0,21,0,0,480,0,0,840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
홍성,185786,8276,164459,13067,53284,27063,156702,208,1497,0,0,1,0,4,0,1,18,0,0,0,0,0,0,0,0,0,1200,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,1463,2790,0,53952,239154,432548,261419,106676,0,1,6,0,0,0,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
대천,193958,4339,100341,6995,38948,20837,117281,32,1256,0,0,0,78,305,59,41,284,72,0,1,0,0,0,0,0,0,1090,0,40,0,229,80,0,0,0,0,0,0,0,1,0,238,489,0,39750,67115,253921,297717,337927,3,17,409,0,0,1328,278,303,146,323,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,425,38,0,0,0,0,0,0,0,0,0,0,0
장항,185539,3961,120965,8058,33419,18680,50992,12,60,0,0,0,0,27,0,0,22,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,272,73,0,3,0,0,0,729,1164,0,50156,61354,107930,336032,432376,13,12,20,0,0,501,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
안성,146,424,799,227,206,144,67552,522,372,3,3,18,0,5,0,3,14,0,0,0,0,10,0,0,0,0,1371,6,9,3,18,11,7,0,0,0,0,0,0,24,8,22,41,0,274,338,192,107,4,202199,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
수색,838076,1904,5088,3051,1170,347,188,2,0,0,0,1,1,2,0,0,2,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6563,9947,0,53,97,131,61,109,0,431956,2553989,0,3774,47664,51,102,0,195237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
문산,3025647,8295,21136,5672,4444,1204,201,1,13,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,228,0,0,0,0,4,1,1,0,0,0,4,0,0,0,0,21694,49958,0,82,60,86,430,170,0,2634387,1444944,0,57,3170,55,0,0,4701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
청량리,25,2139,0,0,0,0,0,0,0,0,0,0,0,871,0,0,9923,200126,806309,750753,18592,427643,411586,330951,48910,32591,0,0,0,0,2,0,0,0,0,0,0,0,0,2,64,0,0,0,0,0,0,0,0,0,0,0,3233,217,55486,11302,50146,118077,630,0,9,62,2,0,25610,66553,37390,66491,97538,56805,10312,123099,214540,1530,5424,26626,98079,273,0,0,0,0,0,0,0,0,0,0,2182
성북,4308,407,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,9640,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4569,55,9209,72021,1330776,930048,1013910,1523561,62803,0,0,0,0,0,0,0,0,435,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의정부,5658,13366,85,25,144,0,0,0,0,0,0,0,150,137,0,0,0,2,1187,440,354,18,0,0,0,918,1559,0,0,0,0,0,0,0,0,366,0,0,0,0,1188,0,678,0,0,0,0,912,0,0,43507,2012,224409,1354801,1137474,559656,64130,28184,52420,0,0,480,0,0,0,3,0,1263,0,1,0,4,11,0,0,0,26,0,289,0,0,0,0,0,0,0,0,0,0
신탄리,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404,807,1,1,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,265,0,0,203,31,83838,872263,599194,690931,3245,9116,47,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0
청평,0,1481,110,0,0,0,0,0,0,0,0,0,0,649,0,0,533,0,1692,9,0,0,0,2,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,356,0,0,1,126,171709,1022353,68752,4028,691767,373139,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,633,0,0,0,0,0,0,0
춘천,0,207,0,0,0,105,0,0,20,0,0,0,740,0,0,0,323,0,0,0,224,0,0,0,0,346,1300,131,32,0,94,0,0,610,0,0,0,0,0,5657,1463,1008,0,0,0,0,31,167,0,0,0,0,248890,1512557,27171,6478,374428,713685,39,0,0,0,0,99,0,0,0,0,1181,0,224,0,0,136,0,0,0,0,6,0,0,61,0,0,0,0,0,0,0
일영,220493,905,375,390,254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,591,814,0,0,18,7,326,5,0,181509,4533,2568,75338,67088,445,99,294,42036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상주,2293,128,747,3,353,2,118,4,484,20,212,195868,30654,70138,5,10,146,2,7,265,6,1583,18832,14,5,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,840,0,124012,114749,12780,23216,5,98,325,41,30,2288,2,1,16,10,0,0,0,1584,7,0,0,0,353,1,0,0,0,0,0,0
점촌,2650,152,986,8,313,9,160,34,292,11,18,101073,24303,92507,19,12,5851,1,5,129,4,2623,46192,0,9,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,103845,49321,77955,516313,0,231,1258,116,68,3094,0,0,67,1,0,0,0,1712,7,0,0,0,290,0,6,0,0,0,0,0
예천,0,0,0,2,0,0,1,0,179,2,0,30341,14502,68506,5,69,1848,21,7,317,20,2800,304369,1130,54,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,52,0,0,0,0,8450,0,980,0,0,862,0,16728,89769,248823,2232,0,535,4117,458,443,2208,0,0,47,12,273,5,74,651,56,0,0,0,0,0,0,0,0,0,0,0
문경,0,26,1,0,1,0,1,0,48,1,3,15893,7182,37889,26,36,3621,0,0,2,0,117,3498,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,18475,563333,2174,111990,0,12,28,12,4,960,1,0,4,2,0,0,1,198,0,0,0,0,0,0,0,0,0,0,0,0
군산,4064,4866,1918,170,573,143,84,118,17487,4,39,89,20,561,3,46,938,0,0,0,0,24,2,0,0,8,24371,901456,30586,2170,1791,175,2895,325893,3364,392,1321,1225,617,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,527338,0,3,0,0,0,0,0,0,2,0,0,4,22,3,10,0,1,1,0,1,0,0,0,3,68
춘양,0,0,0,0,0,0,0,0,31,0,2,169,91,6920,0,1,9720,20,244,949,56,3674,161802,8957,3812,2918,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,0,0,0,0,0,0,0,0,0,0,35029,0,0,0,0,0,0,93,237,137,21,0,272496,187929,15800,10941,6852,4,1,18,2292,5745,315,6643,3807,34,0,0,0,0,0,0,0,0,0,0,0
