0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,안성,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
부산,1776029,32873,471248,1966,225968,27866,124156,97094,472264,7803,96441,252398,266587,2400140,418196,2093924,122732,9,2408,18464,446,31131,47535,39809,11970,5000,264,1309,4441,1,1565,4114,29335,167,227,3,3,15714,2,0,417,360,0,0,32683,0,20,58,0,0,165,15362,1938,720,5452,0,0,2607,0,11942,14635,0,0,40,4615,12865,1968,4774,6341,16,54,33,21,15335,138008,67463,48960,8877,2713,118729,68991,39927,39095,19525,6846,21507,3351,17797
팔당,0,0,250,3,0,0,0,0,0,0,0,0,0,0,0,0,42,22692,26935,11225,312,2473,658,274,70,241,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,0,1,0,0,0,0,0,0,0,0,0,173221,2,12,0,1,0,0,4,2,3,0,0,4,60,0,1,0,149,220,91,269,48,266,76,83,0,0,0,0,0,0,0,0,0,0,0
양평,0,0,0,0,0,0,0,18,0,0,0,0,0,935,0,0,1859,27861,180810,153412,1050,10910,3606,2002,328,969,0,0,0,0,0,0,0,0,0,0,0,0,0,172,63,0,0,0,0,0,0,0,0,0,0,1581,587046,140,7280,721,0,0,0,0,1,1,0,0,56,170,174,412,514,544,776,383,2455,304,264,1510,857,125,0,0,0,0,0,0,0,0,0,0
원주,72,0,0,0,0,0,0,162,0,0,0,1,253,16300,1,0,21787,8682,119158,297008,6098,65004,35624,24875,3591,12307,0,0,0,0,0,0,0,0,0,0,0,0,0,290,185,0,0,0,0,0,0,0,0,0,0,360,586734,4968,1171,480,960,0,0,9,8,4,0,0,415,6046,8089,5973,7165,36051,19852,23125,109918,8241,909,20618,9823,3079,0,0,1,0,0,480,0,0,0,0
봉양,0,0,0,0,0,5,0,2273,1,0,0,3,4,1014,0,0,874,415,943,4308,198,5066,2379,708,314,186,0,0,0,0,0,0,0,0,0,0,0,0,0,9253,24418,0,0,0,0,0,0,0,0,0,4560,0,16447,0,0,600,0,0,6120,2,4,6,0,0,8,181,0,0,0,436,473,678,1913,1232,142,3156,1024,7,0,0,0,0,0,0,0,0,0,0
제천,613,0,111,0,5010,2596,6460,65449,39589,0,0,61,0,32292,22,0,37763,1775,14231,50430,3481,41800,135409,58742,7109,23154,0,0,0,0,0,0,14,0,0,0,0,0,14,259668,172202,0,0,0,0,0,0,0,0,0,0,360,372737,0,0,360,0,0,120,139,276,86,0,0,655,7356,6484,18642,9889,69760,65040,53459,154571,18605,2168,36874,22334,8,0,0,0,0,0,0,0,0,0,0
영주,0,0,0,0,0,2,0,129,78,0,0,18480,15752,94922,0,2,47138,517,7088,36875,2009,165392,81633,196455,19036,31441,0,0,0,0,0,0,1,0,0,0,0,0,0,483,334,0,0,0,0,0,0,0,0,0,0,0,401043,0,0,0,0,504,0,10261,20759,179066,1089,0,94263,143509,20781,36384,53291,212,3162,567,1283,26215,1578,42613,31668,2634,0,0,0,0,0,0,0,0,0,0
안동,0,0,0,0,0,0,0,0,84,0,0,14,12,83841,0,20,36241,232,1344,26087,442,62552,160895,191785,55364,33573,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,0,0,0,294858,72,792,277,0,1656,0,1,4,48,0,0,3818,27230,3967,5773,8566,107,160,53,181,31093,2665,49245,35236,289,0,0,151,0,0,0,0,0,0,10
의성,0,0,0,0,0,0,0,0,0,0,0,0,0,73538,0,69,9018,3689,312,2818,161,8486,18447,67403,78600,67962,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,0,33661,0,0,0,0,0,0,0,2,3,0,0,996,7640,1008,1472,2330,324,87,96,35,15112,1991,20392,26754,1134,0,0,145,0,0,0,0,0,0,0
영천,6757,938,320,0,73,2,0,0,1210,0,23,574,1010,376104,24,111,5735,218,504,5642,106,12457,26630,34050,73273,85225,79,120,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8362,0,792,144,0,1058,0,10,11,9,2,0,1428,14798,2214,2475,5917,4,5,0,0,8882,3787,35002,63854,12756,0,4,559,0,0,0,0,0,0,0
논산,186294,27929,145191,513,68522,12198,19304,17436,382360,12,9,25,3,11682,0,2297,11604,0,0,1802,0,4,1,0,0,2537,125833,86387,38074,4507,27035,5242,16261,4486,939,3540,2647,8861,6490,5,0,0,0,0,0,0,0,0,0,0,0,0,2880,5232,30635,0,0,18754,0,0,1,0,0,12498,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,120,0,586,117,38,399,71,14732
이리,375019,19999,163996,862,93809,19855,28221,27960,146778,5,17,185,38,2472,4,244,3084,0,0,20,0,0,2,4,2,0,117284,442742,421701,24453,39461,11953,57687,197950,26432,51449,19815,40076,34708,72,1,0,1,0,276,1,2,0,78,0,0,0,0,0,2112,3434,0,0,0,0,0,0,0,718548,0,0,0,0,1,1424,0,0,0,0,0,5,0,171,4,0,62,0,2390,142,57,1068,136,28099
정주,247512,26961,173911,791,77286,14777,19866,17491,66360,0,0,12,23,1241,2,111,5838,0,0,0,0,0,0,0,0,0,42139,446416,444521,53516,42668,10578,42411,1409,17,306,11,963,177,0,2,0,0,0,0,0,23,0,238,0,13,0,0,0,0,0,0,0,0,0,0,1,0,14635,0,0,0,0,0,1552,0,0,1,0,0,1,5,4,0,0,2,0,0,0,0,1233,130,20657
장성,65526,8097,42362,93,11412,1874,3041,3576,10180,87,19,86,43,313,2,8,44,0,0,0,0,0,0,0,0,0,4598,26786,63617,101559,94511,5009,13518,65,36,0,0,65,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,327,10,4265
송정리,210917,14834,58031,389,24230,9283,10539,11070,31419,0,0,47,69,228,0,40,2222,0,0,0,0,1,0,0,0,0,16419,40040,44452,139323,86291,68858,160106,52,0,0,0,935,1084,0,0,0,0,0,0,0,0,75,0,0,0,0,0,720,144,288,120,1224,0,0,0,0,0,556,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,21,480,3,103,40,41,3779,1208,31920
영산포,95849,2415,58819,362,18880,4958,6357,6228,10248,0,0,0,0,0,0,108,3986,0,0,0,0,1,0,0,0,0,6187,12550,12285,4045,58987,191,75798,0,0,0,0,632,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,804,22,91,24,22,2005,1009,42919
목포,335781,6145,119333,726,42710,7776,14064,14507,42666,0,0,3,0,1,0,493,32274,0,1,0,0,0,0,0,0,0,15838,54561,38934,12174,181796,74883,1233003,2113,0,0,0,3669,4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3296,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,127,6822,178,1488,199,223,3125,1828,211445
전주,140744,1916,49216,2,33402,6837,10212,6081,24362,0,26,2,0,252,0,123,261,0,0,0,0,0,0,230,0,120,3741,226721,907,62,263,2,6469,61996,29126,76071,29298,58550,60081,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5142,2516,0,1656,0,0,0,0,0,41106,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,7,0,1419,75,35,3,0,159
임실,29660,729,19298,0,7155,1464,1339,783,2876,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,1785,22035,4,36,0,0,549,33670,7876,21915,4684,8817,20890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,84,27,14,3,0,0
남원,105144,1545,29033,0,15603,2635,4383,4052,13317,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,3805,50119,5,2,0,0,0,75017,27059,87179,16445,35838,30181,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,24,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,116,63,19,31,0,0
구례구,97318,965,46907,2,12341,2005,3001,3339,8653,0,0,0,0,22,0,2,261,0,0,0,0,1,0,0,0,0,2529,20371,0,0,0,0,2,23666,4561,17854,6485,94768,35970,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,493,125,941,1309,0,1
순천,201219,2162,59178,2,27738,5150,8963,10051,24162,0,0,1,0,257,0,985,14983,0,0,0,0,0,0,0,0,0,9242,39369,491,36,529,485,2935,53115,8869,36609,90598,97740,258494,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,1584,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,6533,675,15456,43472,66495,88826,6793,13213
여수,148023,582,39329,5,15243,2667,6959,8881,20279,0,0,4,0,3,0,45,619,0,0,0,0,11,0,0,0,5,7445,39169,14,4,587,838,2768,62547,20324,33263,37567,269896,27988,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,1,51,14,30,0,4,508,15,635,4868,3618,32330,5196,9967
청주,11699,1726,15596,0,4425,746,1230,34815,2771,0,1,0,0,389,0,240,377,0,52,327,9199,258065,160,259,3,130,7,125,1,0,120,0,132,15,0,0,0,0,0,54528,127096,0,0,0,0,0,0,639,0,0,0,0,0,0,0,1200,0,426,0,0,0,0,0,0,0,20,0,0,0,119,267,306,279,0,0,8,304,330,0,0,138,0,11,0,0,0,0,121
충주,2799,4,4019,0,5071,1649,3764,42680,15435,0,0,0,2,16,0,15,19,15,22,110,26526,161204,863,178,30,6,0,2,6,0,2,2,76,0,0,0,0,0,0,112213,59407,0,0,0,0,0,0,0,0,0,600,0,317,0,0,0,0,0,0,0,0,0,0,0,2,35,0,5,21,417,441,434,1173,8,34,455,70,0,0,0,2,0,0,0,0,0,0,2
부평,10,0,0,0,5,2273,60,6,16,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6520,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,1,0,0,1493,9323,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
인천,0,0,0,0,0,3363,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,12252,0,0,0,0,231,585,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
송도,0,0,0,0,34990,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
온양온천,115697,1412,158379,187,29934,10291,62263,156,38,0,0,0,0,0,0,0,24560,0,0,0,0,0,0,0,0,0,1,242,0,0,0,0,18,0,0,0,42,0,0,0,0,50,52,0,107424,93733,39327,41789,27246,0,4,3,0,0,1201,0,1,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
예산,143601,1497,208448,529,88880,19247,126424,4,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,21,0,0,143,141,0,94587,62650,111017,37444,39478,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
홍성,151136,1953,182461,1328,82066,17833,107329,41,1334,0,0,0,0,43,0,0,41,0,0,0,0,2,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,391,362,0,47796,140260,200684,115069,64718,0,1,4,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
대천,213573,922,178326,964,74852,18620,95792,4,61,0,0,0,0,344,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,84,53,0,57252,31000,123211,107240,189106,0,92,600,0,0,1800,0,0,0,0,0,0,67,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
장항,166059,465,147932,357,57811,19316,30139,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,78,0,57,0,0,0,0,0,0,0,0,0,0,0,0,159,170,0,38418,40433,61578,189388,155874,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
안성,9,6,25,0,11,0,1880,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,5,0,0,1449,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수색,450953,2836,4727,3520,1895,170,37,1,130,0,0,0,0,600,0,0,165,0,0,3960,0,0,0,0,0,0,0,0,16,0,0,58,38,0,0,490,10,0,0,0,720,2444,2092,0,11,13,20,1816,3,0,33303,2209976,50,1477,25302,253,7208,8,121778,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
문산,2272651,11357,32146,7569,9444,234,12,0,1,0,0,0,0,1304,0,0,216,0,2040,360,0,36,600,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16688,16863,0,10,8,3,480,2,0,2419180,736908,2,6,751,22,2240,0,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,0,0,0,0,0,0,0
청량리,432,85,3,0,0,50,0,0,0,0,0,0,0,757,0,0,3780,149005,620977,633245,14361,389555,434768,297747,32203,8562,0,0,0,0,10,0,0,0,0,1,0,0,57,28,1018,0,0,0,0,0,0,0,0,0,0,0,2107,0,1696,0,95812,761663,50,3,7,7,0,0,22878,57500,46193,56095,74851,74671,80883,46665,261445,2070,1198,24480,18133,0,0,0,0,0,0,0,0,0,0,0
성북,5699,29,0,0,0,0,0,0,360,0,0,144,0,0,0,72,360,0,80,1,0,0,0,0,0,0,0,432,0,0,432,0,30,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,1967,0,281,8095,732271,476433,444408,939567,19958,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
의정부,1203,0,0,0,0,3720,18,0,288,0,0,0,360,240,0,0,120,13,8062,850,0,2,360,0,0,0,0,1296,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,18,0,376,0,0,22352,696,19,535816,722590,576062,19496,15674,15420,0,0,0,0,0,0,0,2,0,0,0,0,0,7,2640,0,0,0,320,0,0,0,0,0,0,0,0,0,0
신탄리,0,0,0,0,68,0,0,0,0,0,0,0,0,1080,0,0,0,0,725,964,300,0,0,277,0,216,0,2906,0,0,126,0,0,1916,0,0,0,0,0,1800,1320,0,0,0,0,0,0,0,0,600,177,9,33,341236,638769,577247,2055,4768,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4209
청평,792,13,860,5,0,840,0,0,0,0,0,0,0,0,720,0,1,0,0,120,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1209,0,196933,328372,22227,1958,178905,191774,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,432,0,144,0,0,0,0,0,0,0
춘천,19,0,0,0,0,2040,0,0,0,0,0,0,0,27,0,0,498,0,0,0,0,0,16,14,0,360,0,0,0,0,1200,0,0,0,0,0,600,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,947868,645653,13210,1878,200884,306157,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,21,960,0,0,0,0
일영,82987,1528,25,1659,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3840,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,80359,2983,1003,16725,13107,86,6,26,9871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상주,161,26,32,0,4,0,2,1,308,14,496,164309,26159,62954,765,756,15233,0,2,69,2,795,12290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1200,0,0,840,0,71513,72317,11413,11130,0,18,36,2,0,776,2,18,11,11,0,0,0,2427,12,0,0,10,0,0,0,0,0,0,0
점촌,11,18,13,0,4,2,3,0,39,4,60,81870,22325,73201,757,924,17159,0,0,32,13,1657,25896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,72202,15220,66828,365871,0,59,384,27,10,28,3,6,26,15,0,0,0,529,6,0,0,0,0,0,0,0,0,0,0
예천,2,1,1,0,3,2,2,2,65,0,5,28343,13546,36100,0,0,44,30,27,278,18,1824,207412,158,3,12,0,0,0,0,0,0,8,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,67,0,0,0,1525,0,0,0,0,0,0,11863,83574,165436,1029,0,232,1426,120,138,708,17,65,13,18,4,0,5,314,79,0,0,0,0,0,0,0,0,0,0
문경,0,1,7,0,7,0,0,0,0,1,2,9205,3894,13467,0,0,0,0,0,0,26,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9546,463527,1038,51509,0,3,0,0,0,2,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0
군산,1,567,580,4,166,65,24,42,9883,4,5,15,21,111,5,4,199,0,0,3,0,0,0,0,0,0,14159,822970,18269,1093,984,457,271,48491,1384,3050,1015,841,841,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,8
춘양,0,0,0,0,0,0,0,1,13,0,0,41,28,8824,0,0,6317,3,111,489,12,1224,96292,4181,1643,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,22660,0,0,0,0,0,0,38,78,102,15,0,151155,97134,9550,9897,8308,309,237,198,3404,5389,106,6220,2739,5,0,0,0,0,0,0,0,0,0,0
철암,0,0,0,0,0,0,1,7,0,0,0,13,46,24071,0,0,14147,16,111,9556,20,10489,132386,23589,6121,8009,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,61689,0,0,0,0,0,0,14,40,79,0,0,96955,137673,47517,138693,115289,6737,6327,4120,80372,3566,66,7401,5052,0,0,0,0,0,0,0,0,0,0,0
도계,0,0,0,0,0,0,0,0,1,0,0,28,11,6569,0,0,3392,0,123,8416,0,6802,21041,4138,1021,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45325,0,0,0,0,0,0,24,31,18,1,0,9498,46956,557356,422320,131319,1402,5756,2085,4309,1048,33,1331,1104,0,0,0,0,0,0,0,0,1,0,0
