0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,익산,정읍,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
동대구,1832065,2564,491922,4611,389707,82514,142288,60169,533405,10317,71443,516323,1138154,4237,280515,314583,2836830,0,1290,7991,0,24191,89345,60692,33499,93902,723,1000,2674,72,0,0,0,0,0,0,517,245,916,0,286,0,0,0,227,73,388,72,0,526,0,841,779,2893,0,0,508,0,59863,64052,21629,0,0,8802,24196,5278,11638,29524,0,0,386,802,8670,1980,20190,38985,21454,1859,13911,147620,3629,15241,795,0,0,0,908
청도,59552,3772,27100,576,20920,3289,6213,4063,31552,954,3285,39431,110191,294433,35022,55733,532423,0,0,0,0,0,2044,0,0,15,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,154,0,2088,0,0,0,144,0,1440,0,0,0,0,4873,4488,1756,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,310,2310,49511,808,4002,109,0,0,0,0
삼량진,98933,797,28337,400,23008,2667,6276,5228,27771,483,2334,10766,31399,328792,45497,122698,1791387,0,0,0,0,372,1782,0,0,216,0,468,571,0,97,68,516,0,0,0,211,880,0,0,0,0,0,0,0,0,0,0,0,720,0,0,144,576,0,0,0,0,993,1385,676,0,0,0,0,0,0,4,0,0,0,87,0,0,0,0,0,966,15921,83319,2598,13856,687,336,596,83,424
부산,2494004,4331,595079,3581,501952,66385,201298,112437,831101,10753,73550,194549,419751,2835865,523116,1717113,820056,0,1542,6901,0,8326,29383,10436,1836,2297,0,0,3823,360,1214,2987,27007,0,0,554,1317,10595,285,0,976,0,0,0,0,0,0,0,0,1583,0,712,144,2520,0,0,259,0,23009,27739,13997,0,0,2013,4094,593,2145,7381,0,0,114,317,250635,151841,51254,40231,9090,3366,66841,153626,17446,24163,10388,3819,10502,1493,16031
팔당,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46585,19026,4245,52,912,335,149,42,377,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95479,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,98,76,4,124,29,325,28,21,0,0,0,0,0,0,0,0,0,0,0
양평,2,144,1459,72,0,0,0,0,0,0,0,0,0,1966,0,0,1341,21113,26092,56951,228,9011,4916,3348,192,483,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,192,668890,0,2760,7872,360,0,504,0,0,0,0,0,57,182,259,1486,2359,456,940,181,2364,1201,86,1473,618,0,0,0,0,0,0,0,0,0,0,0
원주,2081,283,0,0,0,0,0,144,0,0,0,0,0,9213,936,0,9736,3320,60570,46111,1357,47861,43749,31443,1386,4243,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,484984,72,3336,1680,834,0,0,0,0,0,0,0,203,2819,6042,8043,11169,15057,14681,5734,72794,9181,847,15535,5553,525,0,0,0,0,0,0,0,0,0,0
봉양,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,56,218,897,33,643,676,245,39,92,0,0,91,0,0,0,0,0,0,69,0,0,0,1219,1971,0,0,0,0,0,0,0,0,0,0,3405,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,31,11,2,14,606,65,850,228,2,0,0,0,0,0,0,0,0,0,0
제천,4808,367,4160,350,9595,2819,15345,61348,119937,0,0,0,225,31879,0,0,10348,804,9727,36170,444,9302,90396,67061,3546,9014,0,390,998,0,0,1175,0,68,20,1057,122,1309,619,256453,132544,0,823,0,0,0,0,0,0,0,0,313688,0,0,0,0,0,0,0,0,0,0,579,357,2674,4728,26182,24686,16559,16042,7805,57988,19216,1700,22358,8124,0,1495,0,807,0,625,0,0,0,0,0
영주,3412,876,1743,0,10142,2349,5046,0,377,0,0,16816,21580,93873,1630,1449,30906,306,7181,45565,522,94214,9853,131695,9674,21633,0,0,1277,0,0,0,0,466,0,0,0,0,0,9811,5421,0,0,0,1131,303,75,172,0,0,0,417647,0,0,0,0,0,0,9309,7989,16491,0,0,50671,59152,7689,32711,46187,0,0,0,0,18336,1654,32562,16987,2,374,62,2912,0,0,0,0,0,0,0
안동,1426,0,448,0,3829,1246,1624,0,1318,0,0,0,0,72747,0,0,16768,126,5374,30213,144,62676,109147,19379,33225,27683,0,105,465,0,0,0,0,436,23,0,0,0,0,2948,2346,0,0,0,0,0,0,0,0,348,20,295616,0,0,0,0,0,0,0,0,0,0,0,3841,17297,2057,8813,12125,0,0,0,0,21559,2474,39276,24779,0,0,0,1737,0,0,680,0,0,0,0
의성,0,0,0,0,0,0,0,0,0,0,0,0,0,41625,0,0,2290,12,239,1082,21,3111,8657,43163,9798,19844,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14742,0,0,0,0,0,0,0,0,0,0,0,628,1935,468,1355,2405,0,0,0,0,6097,806,7741,8900,1,0,0,0,0,0,0,0,0,0,0
영천,34555,0,919,0,4729,0,1388,145,6544,0,44,955,4398,66096,0,144,1600,732,318,2579,24,6661,19236,26502,29027,11928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,288,1759,0,1057,864,216,432,144,0,0,0,0,0,1960,3218,442,1632,2478,0,623,0,48,7539,2570,13092,30615,2482,0,0,0,0,0,0,0,0,0,0
논산,281122,9279,167289,1600,101345,18713,29411,29553,159595,0,0,0,0,2595,1656,576,2592,0,0,0,0,0,0,0,0,0,12523,37867,20190,21774,10909,4689,17301,8131,928,5214,3152,13069,10474,7,0,0,0,0,0,0,0,1,0,437,0,360,16056,8431,0,0,14052,0,0,0,0,0,1492,0,0,0,0,0,0,0,0,0,481,0,0,0,550,347,0,0,0,998,56,39,1474,105,26008
익산,503154,1097,182631,2114,134308,28785,38772,27732,112391,0,0,0,0,1000,173,468,0,0,0,463,0,136,0,105,341,0,39251,46348,159912,26861,24262,10672,59674,85928,6463,42801,12284,49747,47090,0,0,0,1093,0,0,38,0,0,0,1048,0,0,0,629,0,0,0,144,0,378,0,0,221707,0,0,0,0,0,0,390,0,678,246,0,0,0,0,0,30,530,0,2467,329,162,2251,102,51154
정읍,368317,820,169055,3536,108211,14411,22973,14904,48584,0,0,559,1507,2050,0,578,3823,120,22,0,91,1553,1277,465,0,0,26174,153506,61410,22339,18343,8009,40817,0,0,0,0,3175,835,1080,621,0,266,0,294,650,0,0,0,482,449,934,0,433,0,234,190,0,290,231,331,0,331,0,0,0,0,0,0,0,0,0,901,0,0,1081,549,0,0,195,0,1118,87,35,1747,81,31486
장성,98420,11232,31773,1002,19691,2067,5242,6642,15036,0,0,0,0,0,0,0,360,0,0,0,0,0,412,0,0,0,7123,28064,21827,6573,8795,2382,13450,0,0,0,0,915,8,575,0,720,0,0,0,0,0,0,1,0,0,72,792,3240,0,0,0,0,0,0,0,0,127,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,72,0,72,0,0,529,19,2054
송정리,131486,807,33081,1043,22404,5668,7179,3543,13116,0,0,0,0,0,0,98,2386,0,0,0,0,262,23,0,0,0,10755,21419,20364,8435,335,13128,125651,0,0,0,0,1551,155,1076,0,504,0,0,213,0,23,0,0,0,0,0,0,0,0,0,0,216,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1049,32,197,60,169,3503,319,2936
영산포,89269,213,38949,1507,21833,4145,6182,2883,10516,42,496,1163,0,0,0,115,2878,0,0,0,0,1236,0,0,0,0,6474,11203,9008,2630,14625,21,38897,0,0,0,0,1333,269,556,0,0,0,0,191,84,113,0,0,0,0,295,116,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,473,3,654,57,126,1334,359,21005
목포,360375,237,124890,2781,82186,10765,19578,13029,44093,0,0,0,394,0,0,619,25324,0,0,0,0,467,0,0,0,0,24419,62736,43249,14940,125215,31520,148614,744,0,0,0,5382,827,622,490,360,0,0,0,0,0,0,0,720,0,0,360,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,323,5114,221,3687,406,1142,1947,769,166421
전주,236385,648,112584,979,61485,14273,20658,9878,30313,0,0,0,0,0,0,0,55,0,0,0,0,68,466,436,0,0,8689,117453,0,0,0,0,1194,7864,3768,22385,10790,71279,75901,0,3240,0,0,0,0,0,0,0,0,473,0,356,0,0,0,0,0,0,0,0,59,0,46835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,1929,109,363,0,0,0
임실,30577,0,16796,19,7251,1507,1451,772,3018,0,0,0,0,0,0,0,553,0,0,0,0,20,0,23,0,0,1604,6885,0,0,0,0,0,4034,165,1070,397,4000,3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,59,4,3,0,0,0
남원,137154,67,56420,807,32936,4896,8598,4806,15444,0,0,0,610,0,0,288,2,0,0,0,69,1057,0,0,0,0,6733,38227,0,0,0,0,0,25229,3283,2589,2419,31190,32536,0,0,0,0,0,630,135,0,0,0,583,405,232,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,0,1183,82,418,62,147,0,0,0
구례구,102701,0,38660,137,19445,2691,3566,2715,9352,0,0,0,0,517,0,211,1253,0,0,0,0,122,0,0,0,0,4627,11587,0,0,0,0,0,9712,406,2507,772,14869,19073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,183,0,197,58,88,0,0,0
순천,216932,0,81613,424,58234,9563,17181,12351,33441,0,0,0,399,245,0,720,12161,0,0,0,0,1309,0,0,0,0,18253,51822,3437,11230,820,998,5032,73567,4208,33901,14837,6392,38101,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,332,298,212,4226,451,7708,7748,7018,70645,4948,26918
여수,153492,0,49396,876,38694,5182,12972,10498,31973,461,0,0,0,916,0,349,807,0,0,0,0,619,0,0,0,0,17511,50910,821,19,79,256,608,78750,3890,35625,23797,45940,2084,532,0,0,0,0,0,0,0,0,0,0,0,116,175,0,0,0,0,0,307,169,0,0,0,0,0,452,0,730,0,0,0,0,0,0,0,0,0,0,40,0,0,2,11,1,5393,1720,2454
청주,12421,0,15623,0,5546,647,2513,32035,18376,0,0,0,0,0,0,0,0,0,0,0,1036,255039,9533,3704,0,0,0,72,1440,935,1076,556,1113,0,0,360,2,0,532,19230,53825,1440,0,0,0,0,0,0,0,360,0,58,60,259,241,0,0,0,0,0,0,0,0,0,472,184,2495,2527,96,1546,60,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
충주,16695,0,8999,0,3854,1277,5560,45960,69908,0,0,0,0,1475,0,372,2858,0,0,0,1475,122364,5442,3913,0,534,0,136,1176,412,284,61,957,0,0,0,0,0,0,58076,13513,0,282,0,0,318,263,32,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,1782,1032,44,111,12,489,335,0,0,0,548,633,136,1009,0,0,0,0,238,0,113
부평,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,0,0,0,0,0,0,720,0,0,0,0,0,0,1296,2256,0,0,0,0,0,0,1512,0,360,0,0,0,0,0,0,0,0,0,0,360,360,0,360,360,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0
인천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,1093,266,0,0,0,0,0,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0
송도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
온양온천,230417,336,237329,5630,94170,16421,61610,0,0,0,0,0,0,227,322,0,0,0,0,0,0,0,1131,0,0,0,0,0,294,0,239,191,0,0,0,268,362,0,0,0,0,0,0,0,2527,30104,42106,53222,22701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,20,0,0,0,224,0,192,137,485,0,0,0,0,5,0,0,0,0,0,0,0,0,668
예산,258476,300,252720,5964,118846,24791,118033,0,0,0,0,0,0,73,154,0,0,0,0,0,0,318,300,0,0,0,0,38,650,0,0,156,367,0,0,135,0,0,0,0,0,0,0,0,53560,23450,53646,45250,32676,0,0,1,0,93,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0
홍성,251756,539,201485,4539,97534,25593,115066,0,0,0,26,540,380,388,0,0,0,0,0,0,0,263,75,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,1296,0,0,71529,66911,10754,41414,55703,0,0,0,0,435,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,0,0,0,0,0,0,989
대천,346886,527,181962,3727,117599,29087,118033,0,0,0,0,0,0,0,1728,0,0,0,0,0,0,32,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256,0,0,73084,56890,35789,4593,109612,720,0,1,0,576,0,0,108,0,0,0,0,0,0,0,472,0,0,0,0,0,0,229,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0
장항,198533,224,136573,3109,79611,17268,32418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36974,38057,57265,90456,25191,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
수색,810910,25,0,0,0,0,0,0,202,62,875,17,1278,519,0,0,0,0,0,0,0,0,0,348,0,144,437,1665,482,0,0,0,1080,0,0,429,154,0,0,0,0,0,0,0,0,0,0,720,0,18661,1281562,0,0,17175,0,0,0,47358,0,0,0,0,380,720,0,0,0,0,0,0,0,0,606,0,0,2055,550,0,362,1606,0,0,0,0,0,0,0
문산,1648185,0,0,0,0,0,0,0,423,0,299,0,0,7,0,720,1001,0,216,0,0,0,0,20,0,0,0,0,449,0,0,0,0,0,0,0,405,205,0,0,0,0,0,0,0,0,0,0,0,1036042,1145428,0,0,80,0,0,0,0,599,723,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0,12,0,0,60,726,0,0,0,0,303,0,0
청량리,22,0,20,0,0,1,0,144,0,32,305,0,0,1602,0,0,935,89567,696423,537381,2675,337386,434616,287605,18038,1516,0,0,934,0,0,295,0,396,0,232,0,0,116,58,432,0,0,0,0,0,0,9,0,0,0,39778,738,20,0,301834,1829111,0,0,0,0,0,0,12403,23188,33384,131484,232331,47647,68832,16659,230270,2362,1198,3471,2319,0,0,0,1,0,0,0,0,0,0,0
성북,0,0,0,0,0,0,0,0,360,0,31,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,116,0,0,0,317,0,0,175,60,0,0,0,0,0,0,0,0,0,0,0,1069,124,0,0,68594,389981,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0
의정부,33,0,0,0,0,0,0,0,964,0,650,0,0,1021,0,0,600,0,2160,3336,0,0,0,0,0,553,295,701,433,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,93,435,432,0,11200,81,20,0,2929688,1507021,0,64,8645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654
신탄리,0,144,0,360,0,360,0,72,0,0,0,0,0,288,0,0,360,0,9096,312,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,1344,0,0,0,0,0,0,0,0,0,0,0,1532796,388974,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,288
청평,0,0,2,0,0,0,0,144,0,291,0,0,0,0,864,0,0,0,360,834,0,0,0,0,0,216,0,0,234,0,864,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439009,137094,0,0,31872,59412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,0,0,0,0,792,0,0,0,0,0,0,0
춘천,1,0,2,0,0,0,20,0,435,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,444,0,190,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,488,275,108,248,0,0,1933921,190682,16,0,65166,34971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
일영,3423,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,144,0,144,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32315,0,0,0,14593,0,0,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
상주,0,0,0,0,0,0,0,0,0,0,0,45363,8884,71749,6957,1251,26248,0,0,0,0,0,9394,0,0,0,0,0,290,0,189,0,208,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,5105,7726,2803,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,269,0,0,0,0,20,0,0,0,0
점촌,2,0,1,0,589,0,0,0,0,0,0,37775,16285,75685,5727,1966,31166,0,0,0,0,0,11121,0,0,0,0,378,231,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,723,0,0,0,0,0,0,0,0,7081,657,5252,0,0,0,0,0,0,0,515,0,0,0,13,21,1590,43,0,257,0,0,0,0,300,0,0,0,0
예천,0,0,0,0,0,0,0,0,0,0,0,10408,9171,25782,2035,830,16368,0,0,0,0,2,13297,0,0,0,0,0,876,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2761,3080,4407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
문경,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
군산,0,0,0,0,0,0,0,0,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,286954,308,132,41,16,14,41009,0,0,0,0,0,0,579,0,0,0,0,0,0,0,0,380,0,0,0,0,360,0,0,0,0,0,0,0,40871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
춘양,0,0,288,0,0,0,0,0,0,0,0,0,0,9617,0,0,2422,0,55,201,6,301,41140,3980,718,1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,720,0,14058,0,0,0,0,0,0,0,0,0,0,0,30551,26373,2558,6579,5114,0,0,0,0,4550,272,5597,1614,0,0,0,0,0,0,0,0,0,0,0
철암,0,0,0,0,0,633,0,14,690,0,0,0,0,26030,0,0,4896,5,617,4751,4,3379,54070,18370,2305,4106,0,0,0,0,0,0,0,0,0,0,0,0,0,487,27,0,0,0,20,0,0,472,0,360,0,28435,0,0,0,0,0,0,0,0,0,0,0,27041,21016,4388,27578,39957,944,1404,417,3288,6665,377,8341,3030,0,0,54,330,0,0,0,0,0,0,0
도계,0,0,0,0,0,0,0,59,381,0,0,0,0,5854,0,0,781,0,419,6907,0,5205,7167,2377,580,630,0,0,0,0,0,0,0,0,0,0,0,0,452,193,62,0,0,0,0,0,0,0,0,0,0,34911,0,0,0,0,0,0,0,0,0,0,0,2554,3074,22441,50014,30186,382,1816,324,1480,1200,44,1428,430,0,0,0,0,0,0,0,0,0,0,0
동해,7,0,0,0,0,0,0,514,2465,0,0,0,379,11881,0,0,2683,0,1987,7251,0,26178,29455,9156,1513,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,3125,2052,0,0,0,0,0,0,0,0,0,0,113038,432,0,0,0,0,0,0,0,0,0,0,6441,25398,50972,67,84584,2205,7708,1286,18212,1339,205,2771,747,0,751,0,0,0,0,0,0,0,0,0
