0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
정선,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1720,15638,52,27418,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46729,0,0,0,0,0,0,0,0,0,0,0,0,927,585,2079,984,255620,11423,5497,11291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
쌍룡,0,572,0,0,0,0,0,0,0,0,0,0,93,870,0,0,0,109,2176,19046,24,27895,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,3589,0,0,0,0,0,0,0,0,0,0,0,86008,0,0,0,0,0,0,0,0,0,0,0,0,1483,2133,7478,3113,15522,16143,11062,30745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
석항,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,16,630,11328,6,14876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21795,0,0,0,0,0,0,0,0,0,0,0,0,1114,516,1471,1580,6166,4063,401,13487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
고한,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,57,4510,83995,56,75895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,450,229533,0,0,0,0,0,0,0,0,0,0,0,0,7019,1602,22546,23960,14576,35719,13233,61320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
부전,7933,0,1335,0,345,0,12,29,1583,634,1613,12,29,3423,0,0,373333,8,2306,19445,156,37455,58636,42640,11128,8476,167,0,871,0,0,0,0,0,0,264,522,2028,1818,0,558,0,0,0,0,0,0,0,0,770,0,1928,0,0,0,0,0,0,0,0,0,0,0,7885,14166,2392,4399,11459,0,0,0,28,85024,452251,219651,73125,10585,0,0,0,0,378,29,0,0,0,0
좌천,166,0,41,0,62,0,9,2,343,719,72,4,37,1679,0,0,103716,384,117,1145,48,2444,2278,2950,1039,3873,0,82,0,0,0,0,0,0,0,200,68,280,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,0,0,0,0,0,0,0,0,0,0,180,382,61,178,377,0,0,0,0,430919,83402,73269,22597,5810,0,0,0,0,85,173,0,0,0,0
울산,85572,0,3590,0,8793,0,4020,802,14717,0,1164,2351,6612,12320,0,0,41573,9,1523,21102,295,28910,44595,45598,12442,15213,0,551,0,0,0,0,0,1131,0,57,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,16339,0,0,0,0,0,0,0,0,0,0,0,5624,8903,1468,2590,4878,6,4,0,0,140658,50516,4480,142564,14632,0,0,0,0,54,628,0,0,0,0
경주,355608,2930,3485,6835,12104,0,4012,572,18071,0,134,2269,6027,36116,0,1,13273,11,929,10451,389,14000,27370,25860,11778,23085,0,0,0,0,0,0,0,0,0,0,0,357,519,0,0,0,488,0,0,0,0,15,0,773,0,11187,0,384,0,0,0,0,0,0,0,0,0,1466,3130,399,722,2334,2,0,0,1008,80360,18256,153204,24716,139557,0,0,0,0,0,68,107,0,0,0
포항,52795,0,0,72,8814,0,2242,0,8064,265,0,1618,2830,23630,0,0,3333,0,0,592,0,0,1,0,0,3499,0,0,0,0,166,0,204,0,580,601,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,849,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,10168,5197,15215,96764,1441160,720,0,0,0,105,195,0,0,0,0
진해,7206,605,1564,0,1608,0,184,0,1572,0,0,0,0,2103,162,1194,3411,0,0,0,0,594,0,0,0,0,646,108,413,373,42,0,0,0,0,0,0,0,0,0,0,0,0,0,460,376,0,0,0,147,471,72,1872,0,0,225,559,0,276,276,0,0,0,0,0,0,0,723,0,0,0,0,0,0,0,0,1080,193480,1,159340,0,0,0,0,0,0,154
진영,12392,0,3909,0,2911,358,1104,640,3686,29,319,869,1929,17882,2552,23628,96160,0,0,0,0,0,0,0,0,0,0,0,0,0,34,62,442,0,0,0,0,239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,9705,72714,2870,4946,1138,120,282,35,337
마산,225093,0,64141,0,64801,4789,20884,9136,48463,389,6514,17582,21632,146686,30253,85250,186728,0,0,0,0,0,766,36,0,0,72,75,0,0,665,720,7713,0,0,0,0,4207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65619,83095,1288,124626,64666,16181,1990,2046,395,5336
군북,7958,0,2369,0,2030,155,417,421,1565,7,193,390,809,5432,775,2905,17978,0,0,0,0,0,0,0,0,0,4,12,0,0,23,28,365,5,0,2,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122,129053,6946,41945,1305,297,188,7,257
진주,54128,416,14914,0,25206,5063,4529,5043,11299,33,882,3418,7434,12716,2976,18199,28847,360,0,0,0,0,0,0,0,0,1781,2157,0,0,226,296,3941,2298,156,466,551,10429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,378,85,54,0,195,0,4112,46851,36714,79016,136795,7768,2907,111,2710
하동,10349,0,2582,0,1631,178,255,167,570,0,0,5,46,20,17,850,9438,0,0,0,0,0,0,0,0,0,167,341,0,0,55,55,609,312,68,112,140,10981,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,373,685,68,105,0,1162,17412,1189,123965,23271,10038,1177,36,846
광양,9374,0,3374,0,1672,295,244,156,397,0,0,2,9,152,25,427,4450,0,0,0,0,0,0,0,0,0,119,387,0,0,179,164,1411,489,80,157,208,16383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,115,2570,347,6589,9020,12314,3243,862,2344
보성,40944,0,16675,0,8458,478,1785,1181,3679,0,0,0,0,0,0,785,12577,0,0,0,0,0,0,0,0,0,3058,4684,2956,523,1850,1566,2106,0,0,0,0,76335,5103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,2491,103,1422,922,2588,164060,35550,284871
화순,2461,182,1246,0,628,48,96,31,146,0,0,0,0,0,0,45,1941,0,0,0,0,0,0,0,0,0,99,230,184,23,207,330,1607,0,0,0,0,5980,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,466,7,140,47,376,16257,4130,23679
광주,370307,953,121809,0,66126,11340,25796,11103,35296,0,0,0,0,0,0,555,33444,0,0,0,0,455,969,0,0,0,28011,52115,33632,3587,46047,20958,176171,0,0,0,0,39582,3239,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,154,285,5940,132,2104,870,2123,318543,39489,67554
