0,서울,용산,영등포,안양,수원,평택,천안,조치원,대전,옥천,영동,김천,구미,동대구,청도,삼량진,부산,팔당,양평,원주,봉양,제천,영주,안동,의성,영천,논산,이리,정주,장성,송정리,영산포,목포,전주,임실,남원,구례구,순천,여수,청주,충주,부평,인천,송도,온양온천,예산,홍성,대천,장항,수색,문산,청량리,성북,의정부,신탄리,청평,춘천,일영,상주,점촌,예천,문경,군산,춘양,철암,도계,동해,강릉,정선,쌍룡,석항,고한,부전,좌천,울산,경주,포항,진해,진영,마산,군북,진주,하동,광양,보성,화순,광주
강릉,0,0,0,0,564,4,0,21,0,0,0,1,0,6753,0,0,7690,0,198,4958,0,6003,42386,7386,1724,4435,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,25530,0,0,0,0,0,0,2,18,33,0,0,9286,136630,115755,114622,242703,1250,1536,1702,31673,622,124,6428,1751,0,0,0,0,0,0,0,0,0,0,0
정선,0,0,0,1,0,0,0,220,3,0,0,0,0,85,0,2,114,62,255,36199,74,83823,436,98,41,22,0,0,0,0,0,0,0,0,0,0,0,0,0,226,294,0,0,0,0,0,0,0,0,0,0,63683,0,0,0,0,0,0,0,0,1,0,0,8,5837,35,5832,1399,891553,43262,39686,118768,53,12,136,47,3,0,0,0,0,0,0,0,0,0,0
쌍룡,0,0,0,0,0,3961,0,926,7,0,0,3,2,446,0,0,355,163,1011,17383,256,59618,2148,425,120,170,0,0,0,0,0,0,0,0,0,0,0,0,0,4030,1803,0,0,0,0,0,0,0,0,0,0,73519,0,0,0,0,0,0,2,23,3,0,0,1,4747,3964,8479,1982,54157,59155,53735,134722,131,20,618,558,1,0,0,0,0,0,0,0,0,0,0
석항,0,0,0,0,0,1,0,665,2,0,0,0,0,418,0,0,245,79,352,24776,178,50351,1460,419,94,102,0,0,0,0,0,0,0,0,0,0,0,0,2,1044,789,0,0,0,0,0,0,0,0,0,0,40858,0,0,0,0,0,0,0,0,0,0,0,55,3648,2039,3980,2587,47063,54301,8409,89689,115,14,221,131,2,0,0,0,0,0,0,0,0,0,0
고한,56,0,0,0,0,0,0,1272,33,0,1,0,0,324,0,0,186,39,1715,117267,322,225601,1754,631,81,199,0,0,0,0,0,0,0,0,0,0,0,0,0,696,1500,0,0,0,0,0,0,0,0,0,0,244252,0,0,0,0,0,0,0,0,0,0,0,5,63093,642,73570,45695,100487,133558,106006,648182,10,0,73,118,0,0,0,0,0,0,0,0,0,0,0
부전,9,0,0,0,1,0,0,0,0,567,0,0,0,1674,0,0,50858,36,639,10280,467,22750,33775,37086,15555,7896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,0,0,0,0,0,0,1580,0,0,0,0,0,0,0,0,2,0,0,4922,8115,1410,1269,1318,13,41,22,27,17435,493473,202530,59119,9479,0,0,0,0,0,0,0,0,0,0
좌천,0,1,1,0,0,0,0,0,8,0,0,0,2,2414,0,13,122286,232,140,911,68,3014,2836,2927,1765,4609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2459,0,0,0,0,0,0,0,0,0,0,0,83,279,100,159,234,10,10,0,1,496259,97567,227655,30768,6277,0,4,9,0,0,0,1,0,0,0
울산,0,0,0,0,0,0,3,0,4,0,0,0,0,9328,1,2,98510,35,1541,22436,924,43159,50061,51170,22591,37779,0,0,0,0,0,0,0,0,0,0,0,0,2,0,286,0,0,0,0,0,0,0,0,0,2130,49558,0,0,0,0,0,0,0,0,0,0,0,4781,8013,1414,2947,7270,29,197,18,7,211154,217136,42086,581970,33280,0,0,4722,1,0,0,0,0,0,0
경주,75042,427,2,1,929,0,5,2,6199,16,3,1416,2100,81754,75,9,37197,60,1019,10662,341,22658,28806,31939,23244,51159,0,0,0,0,0,0,0,0,0,0,0,1,0,4,38,0,0,0,0,0,0,0,0,0,0,29412,0,0,819,0,0,0,10,171,1,1,0,2065,5780,873,675,2146,41,141,43,82,63082,26103,533506,67724,396928,0,0,0,0,0,0,0,0,0,0
포항,0,43,548,0,6,0,0,3,19,0,3,17,22,39246,0,0,5353,0,3,2418,2,1914,397,723,1226,9307,0,241,0,0,1,0,0,0,0,0,0,0,1,0,8,1680,0,0,0,0,0,0,0,0,0,87,0,2760,0,0,0,0,339,1,0,0,0,3,4,0,1,0,3,4,2,1,10142,5637,35419,408643,4142149,6480,0,0,0,0,0,0,0,0,0
진해,4867,962,1789,2,736,0,2,3,70,577,2,2,8,1587,1197,2704,3359,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,792,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,250727,8756,216826,980,405,56,5,10,0,6
진영,7032,66,3040,0,1591,0,645,395,1894,0,211,489,980,15890,4199,67833,118858,0,0,0,0,0,7,0,0,0,0,9,0,0,33,11,211,3,2,6,0,304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,4,6,13598,46736,152423,7822,4675,1545,178,265,36,217
마산,151540,1410,45373,4,32782,20,17484,10801,30287,84,7034,14435,17001,67282,20525,113094,48126,0,0,0,0,0,0,78,0,0,59,1023,0,0,1205,985,7594,799,34,667,387,9990,763,0,0,0,0,0,0,0,0,0,0,0,2136,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1482,665,0,0,0,80641,147117,277,335343,91399,25869,4997,2879,587,7729
군북,7070,7,2311,0,1431,2,415,293,1012,0,90,387,597,2741,428,3478,34772,0,0,0,0,0,0,0,0,0,3,23,0,0,22,16,207,90,0,24,9,1164,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,559,7356,337273,60005,123732,3070,438,165,16,235
진주,33793,215,8038,0,9688,0,4238,2626,7567,0,637,889,2628,3034,1057,9008,34833,0,0,0,0,0,0,0,0,0,1335,1551,0,0,538,219,3141,1327,147,332,381,21449,80,0,0,0,0,0,0,0,0,0,0,0,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,3819,93175,107194,271786,274116,15094,3116,147,4231
하동,15456,5,4891,0,1832,0,364,246,830,0,19,49,137,431,82,907,15311,600,0,0,0,0,0,0,0,0,199,297,0,0,27,33,339,249,39,143,241,31850,1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,10,1348,25320,2889,268019,118168,36757,1872,74,1931
광양,20860,0,5849,0,1779,2,280,301,594,0,1,23,35,703,69,705,7450,0,0,0,0,0,0,0,0,0,122,425,0,0,44,37,467,633,64,658,2685,60148,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,111,4334,499,14636,23781,28496,22370,429,1375
보성,60149,72,24172,0,7813,1796,1528,1373,2955,0,0,0,0,123,0,769,19854,0,0,0,0,66,0,0,0,0,1094,2968,2033,413,2499,1751,2832,54,7,251,400,89135,30436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,183,2819,117,2298,3895,3385,517624,119244,335233
화순,4915,48,2987,5,1052,207,225,225,270,0,0,0,0,0,0,120,4698,0,0,0,0,0,0,0,0,0,137,275,129,25,1027,813,1912,0,0,2,0,7648,5765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,767,14,272,89,383,73123,57741,134002
광주,279152,26093,96690,0,38402,8239,15869,14131,33633,0,0,228,0,523,0,509,30212,0,0,240,0,0,0,141,0,0,18559,28550,20839,4984,175649,35760,229983,17,0,0,1,21134,12690,0,0,912,0,0,0,0,0,0,0,0,746,120,960,4407,6916,0,1485,0,0,0,0,0,0,0,0,0,0,7882,0,0,0,0,0,1,0,0,0,1,132,7308,128,2247,1823,1198,368612,159875,178044
