"","Andong","Ansan","Anseong","Boeun","Boryeong","Bosung","Buan","Busan","Buyeo","Changnyeong","Changwon","Cheonan","Chilgok","Choongju","Chuncheon","Chungdo","Chungju","Chungyang","Daegu","Daejeon","Damyang","Dangjin","Danyang","Donghae","Euisung","Euiwang","Eumsung","Gangjin","Gangneung","Gapyeong","Geochang","Geumsan","Gimcheon","Gimhae","Gimje","Gochang","Goesan","Goheung","Gokseong","Gongju","Goryeong","Gosung","Gumi","Gunpo","Gunsan","Gunwi","Gurye","Gwangjoo","Gwangju","Gwangyang","Gyeongju","Gyeongsan","Gyeryong","Hadong","Haman","Hampyeong","Hamyang","Hapcheon","Hoengsung","Hongcheon","Hongsung","Hwaseong","Iksan","Imsil","Jangheung","Jangsu","Jangsung","Jecheon","Jeongeup","Jeongju","Jinan","Jincheon","Jinju","Milyang","Muan","Muju","Munkyeong","Naju","Namwon","Namyangju","Nonsan","Okchun","Osan","Pohang","Pyeongchang","Pyeongtaek","Sacheon","Sancheong","Sangju","Sejong","Seocheon","Seosan","Seoul","Siheung","Sunchang","Suncheon","Sungju","Suwon","Tongyeong","Ulsan","Wanju","Wonju","Yangpyeong","Yangsan","Yangyang","Yechun","Yeoju","Yeongam","Yeongchun","Yeongdong","Yeonggwang","Yeongju","Yesan","Yicheon","Yongin"
"Andong",168353,7397,8529,19,91,0,19,40051,17,13297,4667,478,467403,18079,21077,8571,554,14,1369702,1407,861,879,77614,401,86828,1225,6473,0,5897,2598,5764,34,735,12951,36,199,95,1,43,28,22937,174,1431,7933,25,81519,101,16131,12276,11250,38057,37024,24,1970,53072,2,1886,1644,7113,9180,120,8896,154,52,0,374,301,84527,113,903,336,1429,5653,22395,14,57,33,0,2710,4424,72,112,6403,16656,2682,6452,4321,711,181,77,11,669,228715,26452,686,1586,784,45452,1821,53210,1301,66942,9037,38554,2917,35519,11631,0,10428,176,171,105427,133,8680,13757
"Ansan",8278,558918,76385,2502,14463,0,6647,17363,5047,4172,2249,61809,6482,37830,768,619,37355,1971,41757,38824,427,62239,6485,18921,217,282552,75445,1,27647,13,269,2258,4679,7436,2255,4543,7112,3,275,13260,2924,422,18443,704544,25994,153,103,3553,12519,753,14378,4479,910,243,13891,1584,5182,96,22281,2065,10142,476859,680,214,0,629,1782,32702,251,1199,72,16247,2108,3037,16894,1674,5837,52,247,26,1125,2589,73116,6932,10103,143294,1216,866,30466,4573,7631,33922,7125863,5932176,23,609,2488,1232621,2529,15958,555,83001,917,7785,8018,280,62726,2,4982,1019,2767,13822,14136,172924,497865
"Anseong",10557,213213,662004,20388,42166,3,24351,31733,44436,7939,3850,962672,12832,480355,19475,1825,577327,14163,83956,474529,1146,134818,32153,18543,284,26958,550151,10,40153,22,1200,19510,20133,15565,8298,18923,13344,4,109,122537,3158,2524,36094,77925,113035,291,845,353918,28270,6813,18957,10253,14362,1537,23974,4718,13820,219,30165,22256,28540,1263741,11088,2035,1,3842,5776,90064,7022,16351,512,620444,13450,9214,73552,10667,8562,73,1893,38,6723,20224,1387995,12509,13626,1143965,7988,6171,56229,41715,29484,83369,4581779,521868,226,1929,3564,1294082,13236,24393,8331,96530,16297,17580,14816,500,112320,2,7837,6752,11921,23497,22202,303128,96425
"Boeun",35,6454,22580,78720,384,0,179,8635,944,2451,1143,66617,3792,5791,884,639,705447,517,31648,152233,90,958,379,247,10,539,7408,1,700,1,111,506,2432,3658,525,126,548,0,6,2130,1733,44,20591,1867,1728,4,199,9057,5241,1938,5409,2703,2123,63,7573,48,103,81,329,706,35,27782,3682,536,0,86,770,1215,2031,5224,73,13869,322,2153,642,190,1276,0,209,0,3596,539,20862,5111,168,17555,258,112,100919,2098,689,1363,131109,29362,55,503,3238,26693,301,9415,3125,1349,665,4959,402,1,2068,0,2752,82,142,23,2937,5969,2441
"Boryeong",90,41131,41280,412,371340,0,34517,177,8678,64,32,1809,282,16673,207,49,7734,560,3691,48808,2578,173870,2520,722,2,21433,7105,1,835,1,6,718,1266,104,18747,15650,331,0,1475,8356,28,9,1685,17401,568978,7,38,414,76464,1292,553,163,121,314,149,3543,14,0,346,280,176271,198458,14,6,2,1,7756,3677,22,32,3,4165,40,100,36973,163,99,134,56,6,70,1168,5361,700,205,231640,83,15,844,34976,304258,272150,480870,150537,101,7893,79,24715,60,920,16,1365,207,76,303,2,1157,3,238,266,7658,467,2478,1561,2060
"Bosung",0,2,0,1,2,1085675,4,18,0,0,0,1,0,2,0,0,2,1,9,19,25,0,1,0,0,0,1,65111,0,0,0,0,0,12,1,23,0,688,82,0,0,1,1,0,16,0,0,0,160,32,5,1,0,11,17,3,0,0,1,1,0,1,3,1,148556,0,73,1,39,14,0,0,3,0,153,1,0,0,21,0,0,1,1,0,0,1,2,0,0,2,0,1,22,4,0,831826,0,1,4,1,28,1,0,1,0,0,1,140523,0,0,1,0,1,2,2
"Buan",20,13667,7060,68,37213,5,36956,3447,13672,263,960,17481,31,314,54,10,1439,3003,1622,3038,10956,14864,17,36,1,990,222,8,75,0,171,34,57,3380,29532,106732,7,1,6067,28027,220,285,167,3793,143078,3,1237,105,264586,4539,178,51,11,1754,5064,19848,385,154,37,40,14188,43938,15,55,4,0,29348,89,112,494,0,159,1461,23,84032,16,12,385,4749,1,10,51,9543,223,15,20300,1512,304,264,13666,20474,21219,152984,42450,1652,24251,28,13664,1977,1237,74,132,38,841,38,0,125,3,88,14,39082,10,3832,209,888
"Busan",43830,30885,39506,5899,234,14,3627,106270,982,276589,2391299,103886,142625,24688,7788,125231,93368,1056,1060431,153103,12129,18155,11069,37,12073,4518,32697,9,1083,195,49174,18591,70596,8204728,3852,6864,29051,7,11828,10905,39485,4055,154105,9402,1351,7985,3712,46324,195442,502665,1671929,102582,3058,198177,667953,97,38176,13139,3021,3918,59,57954,43288,1737,13,6178,6063,14245,8691,137126,6527,12498,503849,545371,829,15895,10339,1,20781,131,10548,11264,36899,51195,1427,57330,345682,74766,40375,15312,442,18782,362101,67954,2720,72210,35728,62634,3821,2520052,107617,13453,14656,6175992,1108,2141,20359,27,238915,10598,5055,25759,17267,37872,24096
"Buyeo",13,6773,13326,720,10248,0,14714,508,33319,223,48,42178,727,1587,92,108,8049,18528,8175,139451,1043,14789,73,82,14,391,911,0,171,1,1,1083,2194,185,5319,6268,20,0,180,104774,193,8,3185,1729,142610,3,5,194,22535,56,1546,501,117,3,208,1174,15,0,69,109,1069,26832,38,9,0,6,2311,342,15,61,3,1648,26,369,12184,418,18,51,6,0,103,2521,18716,1629,56,12348,15,6,2425,113807,50961,8716,135676,25300,6,254,295,24447,36,2109,29,373,65,309,57,1,294,0,753,672,3265,39,23329,543,1666
"Changnyeong",12442,6843,7556,1690,40,0,325,259103,274,198790,124502,20854,32060,6367,1566,43,19734,230,695719,31754,799,2763,2805,31,4073,414,7401,0,666,19,33894,858,29946,280309,294,544,6005,0,621,1349,36657,1330,37879,1942,146,3121,271,5595,9516,32535,6682,13497,338,20122,1002163,11,4013,11372,612,968,17,9090,2243,165,1,368,251,3282,683,21652,632,2326,88784,61,93,556,3506,0,2206,14,1070,3061,6737,24409,329,8308,40139,6210,13763,3389,55,2769,72450,11737,342,5302,36909,12731,5044,8484,5467,2351,4101,30521,396,507,3957,0,15585,3723,253,6053,3641,6031,4302
"Changwon",8016,5148,5382,1507,39,4,1191,2237789,79,195017,3199448,17745,16464,5127,1768,525,14265,111,201818,29337,3880,3984,2455,28,2361,542,3715,2,715,17,22522,2907,16490,3835780,1188,2072,5146,3,3401,1824,14191,2765,26147,2470,150,1255,1418,5394,48993,135207,117967,966,396,73373,815545,27,16956,7740,664,1195,16,9243,9681,687,2,1946,1983,3273,2961,80877,2392,2368,310281,1733,102,5011,3179,1,7111,5,3031,1665,6399,1479,310,7003,167921,39905,8624,4105,37,6430,63865,11983,1008,23003,15533,11188,4525,365658,25409,2567,4396,504901,546,517,3072,3,2234,1823,1068,5124,3656,4147,3978
"Cheonan",770,202367,1011959,64614,3529,8,57250,134867,111844,22838,14409,2443376,41143,31720,2319,4620,1082328,34880,275612,1759742,300,4249,1630,4669,113,20573,17227,21,8662,17,2296,58476,57730,40585,15496,44002,958,5,71,301447,10510,5838,154713,51593,271606,71,496,4654,10182,3061,94590,32302,18639,2297,89242,10891,16263,616,3864,2821,690,1391664,2846,799,2,5743,2352,7118,1461,7763,432,8452,28365,23330,168165,28234,445,189,2496,17,1849,64282,1255420,41155,3043,660611,17799,13711,114621,105511,68046,6397,3899332,640737,74,765,13409,1183005,28441,105448,2446,10813,2193,52819,4420,25,9714,4,37817,17479,27098,1791,9577,22064,74022
"Chilgok",505053,6549,10530,2487,242,1,61,110664,613,38711,9871,29336,84462,9482,9811,32625,30052,434,6360994,51333,1118,3522,44042,524,172401,565,7532,1,4548,262,11538,705,60916,42540,332,160,8021,3,65,2595,60605,274,444626,4684,582,158838,141,6414,18408,15260,192440,384905,949,3466,93390,9,2383,4082,3743,5860,87,12810,7488,114,0,275,1454,39164,994,7910,375,3919,8651,63383,169,108,5543,0,4324,137,3996,8937,9814,222256,2361,17045,7753,986,39615,4347,651,6736,67722,14325,907,1831,1521,11230,2845,174122,2407,16521,3009,95710,2650,12509,4772,0,236622,8791,193,156588,5893,6399,4740
"Choongju",14911,55402,503252,5990,16410,1,470,26132,1402,7543,3845,18267,11771,227627,2234,1041,341524,497,63740,287400,742,84213,63497,1011,552,7806,368190,1,3328,31,941,7714,13301,14026,2609,395,45353,3,96,2630,4489,151,33806,36011,9830,821,1277,106550,39699,10947,13126,10402,7910,557,21590,151,1506,233,1620,1830,9154,114289,21681,2907,0,1220,4812,111451,12738,28818,714,155637,2465,6288,3029,3102,21711,0,1559,49,13259,10547,102360,8482,756,211843,1503,1181,98386,2810,3048,35048,882202,138859,417,3140,5509,217243,1230,21317,15763,7103,76147,11647,1494,992,104339,0,6261,1962,474,36735,7755,81749,73084
"Chuncheon",32737,717,18258,763,184,2,47,9180,100,1921,1150,1297,10382,2588,1341312,847,32541,25,58033,39983,137,364,20478,16739,3783,151,18090,0,31377,34005,436,1094,1184,3029,410,52,983,0,31,232,1526,128,2509,637,365,5766,264,678,7067,2289,8688,2570,1408,392,11156,11,434,93,854753,4628937,136,1804,2489,438,0,276,876,193096,1201,4996,125,5436,1537,4639,318,677,539,0,376,151823,2026,1252,1481,6553,7912,1276,934,392,2805,386,128,371,1166062,1111,74,613,261,7342,1120,13695,2457,928195,16738,8990,2510,3287,41222,0,2142,305,72,40065,153,31130,23215
"Chungdo",3,0,0,0,0,0,0,184,0,0,7,2,40,5,0,8,10,0,226,16,1,0,1,0,1,0,1,0,1,0,1,0,2,48,0,0,1,0,0,1,2,0,28,0,0,0,0,0,1,3,69,27,0,2,7,0,0,1,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,35,0,1,1,0,1,0,0,1,1,40,0,1,3,0,7,0,0,0,48,1,0,1,0,6,1,69,1,3,1,195,0,0,1,0,24,0,0,0,0,1,3
"Chungju",713,128081,590907,693565,8534,6,2099,110027,9055,21662,10537,1062578,39930,348614,33145,4827,3514293,4827,288180,4583051,4961,21140,27596,15933,124,13099,460897,1,40382,23,3396,134957,70418,42111,18466,1619,2220,3,576,18493,10178,6021,184866,33128,21276,89,8230,285647,191484,70224,67255,23696,70796,5399,72840,608,23389,1362,16753,23624,1391,458419,137932,16799,1,10233,32423,78214,65771,174221,5625,830172,36959,24351,11595,45551,1351,6,9381,22,87092,330561,393785,47898,10791,337265,21472,18703,304341,20487,8935,16598,2651162,377940,1791,17698,14967,483082,35823,85806,88054,59247,20494,48779,19325,46,90390,2,27059,67841,1743,7368,19441,358428,109442
"Chungyang",6,2258,3595,420,1150,0,2438,902,16473,245,112,10621,517,412,27,98,4320,86,6386,138452,111,4655,16,30,11,96,681,0,49,0,4,1836,1686,274,866,1110,13,0,31,28997,144,10,2616,483,18915,3,19,66,3900,138,1167,501,336,7,504,325,29,7,25,29,45,7212,136,38,0,6,614,112,48,227,7,258,56,326,3279,709,10,11,11,0,224,2758,5079,1439,13,3412,22,34,1369,63409,10059,2394,34855,6484,5,69,224,6609,65,2306,116,107,23,522,16,0,72,0,512,653,644,23,7145,152,447
"Daegu",1323980,53018,78918,26447,3421,9,1802,579067,7623,725106,133747,239399,6343904,65976,49479,137738,258289,6311,18981973,583286,18981,31495,88797,635,724835,5037,55600,16,21658,1532,540399,8526,902084,304601,6158,6913,79192,3,891,21940,2513451,4607,4959853,26197,5412,698109,1863,82425,223978,192044,1709460,4093183,12264,59434,1311275,145,66351,309139,15422,27007,313,125839,41361,1430,1,9505,8945,113485,11152,65621,11526,25272,153421,266738,1496,6030,72755,1,70850,739,33957,46211,99439,2910425,11132,88271,128690,24076,456894,65525,4869,41328,1023886,146938,14028,23468,317632,191088,41039,1099727,108627,83230,49035,329603,12125,42737,55762,5,3556922,88200,3727,432321,52357,54036,59032
"Daejeon",1379,92012,439408,149925,46378,7,2715,167593,125768,33189,19984,1654728,59443,294173,40605,9735,4650196,138857,629061,12190122,11957,267401,11853,16864,448,8732,174136,5,40387,19,7630,1491404,314496,68585,62797,3159,2531,9,1509,563910,16753,17334,314039,39933,65113,351,21959,163239,538486,164583,124220,45277,450483,15335,161151,1263,81617,2083,17639,29429,2756,496080,634099,56909,3,57529,77757,54002,223274,833623,23584,315070,112052,38678,24082,562098,2366,4,29586,24,817106,1538184,404816,120304,11126,273209,72746,53282,325356,1584062,98540,289222,2829810,389413,4899,45848,21756,554180,113834,151887,392318,59601,18948,88802,18369,36,75766,4,50034,412628,4777,4094,824899,168486,71766
"Damyang",802,2416,1134,94,3262,23,12023,8724,1258,668,3479,355,885,813,167,30,5202,228,18449,14120,36472,8409,79,75,161,73,525,0,146,0,3681,217,486,9283,5701,21253,13,1,112436,15400,2419,855,1175,319,12600,103,13370,919,1268012,26939,1437,975,938,4869,14347,253,4200,2202,219,97,1435,4741,2672,3502,6,43,14805,184,12687,8127,48,880,5693,26,1418,659,29,0,47394,0,1986,221,245,2646,44,3227,5314,1994,486,4438,1417,6170,18441,7929,19461,142781,637,447,4627,3728,8415,313,84,1690,83,22,1092,8,1284,38,9090,398,8174,1211,55
"Dangjin",1372,267909,134950,1150,142525,1,10899,28268,13006,4437,3621,5488,8741,58792,482,599,19843,4286,53861,283192,2146,695267,9499,2652,60,66352,34237,4,4104,3,265,6396,11161,8670,5643,6191,1101,2,784,77317,1160,3550,16437,65940,88922,34,2051,1208,74468,14255,23730,9741,2268,812,21109,2639,1588,59,1197,784,92983,941684,14072,4073,2,345,13287,11395,4867,23568,786,34284,3535,4237,27202,3233,1022,89,1383,2,24469,6380,20394,39733,695,1306330,3903,1620,5999,100733,33213,291427,1561444,792739,433,4803,2272,72996,2960,26781,11878,3939,534,8108,833,79,3947,1,17634,2673,4233,2244,202698,4122,6391
"Danyang",94034,7687,32649,276,762,3,25,14809,61,4187,1770,782,44508,55975,14329,1799,28285,20,106444,10491,65,3256,39906,830,21849,1055,20899,1,5764,1511,1048,254,135,5427,134,23,734,0,3,128,4559,58,346,7467,513,40331,46,16957,1820,22452,11824,4811,223,4874,20517,13,415,406,8228,8850,238,11461,869,112,0,39,182,202532,500,1323,36,8147,2197,8497,203,81,151,0,381,2419,537,302,8333,7514,1605,12772,1473,153,141,111,178,1270,146675,23923,69,416,506,38481,596,34869,790,118074,6632,14400,2335,13230,11954,0,2997,71,16,335494,351,9020,13085
"Donghae",302,16953,17150,222,686,0,61,284,125,28,33,3310,468,1017,8161,5,13141,40,694,15008,73,2981,772,107335,36,2559,7449,1,1658381,970,13,334,158,54,654,53,352,0,10,313,27,5,340,18707,737,48,41,30417,3140,562,147,9,568,68,233,17,48,4,138163,1242,262,15573,2298,173,0,55,328,4033,847,2423,44,3291,63,20,307,139,130,0,57,2542,737,467,8372,110,63059,6191,31,29,391,219,187,1265,343490,54218,37,165,30,82032,28,212,1035,162977,8226,63,332473,94,24718,0,83,78,65,423,323,21757,40028
"Euisung",71670,234,299,5,3,0,3,8662,10,4036,1458,66,142799,655,2536,2756,98,16,720004,447,158,31,11045,33,179,32,224,1,537,120,1501,8,294,4023,10,45,16,0,14,7,7396,72,408,219,17,23159,32,476,2747,2763,6427,11571,15,408,12633,2,368,452,1038,990,1,287,107,11,0,72,82,6534,37,235,65,58,1042,5762,4,17,7,0,655,150,32,44,214,4290,279,235,980,167,48,42,14,39,6056,742,174,477,346,1317,397,11362,378,9647,327,8473,311,3400,487,0,2489,64,40,23300,68,293,533
"Euiwang",1237,313040,24527,538,26907,0,1350,7226,1341,400,383,26245,636,6665,92,122,12435,425,5109,11299,56,92706,1062,2192,25,534,15687,0,3593,1,30,434,1033,1220,448,966,1347,0,15,4189,192,78,2096,153637,5730,33,13,822,1484,65,1255,380,191,49,2553,336,250,6,2923,336,20000,99696,66,20,0,121,177,4178,24,105,7,8008,354,517,4070,335,830,11,27,3,54,811,16848,731,1556,78975,203,185,3975,1202,4473,57958,961227,701636,2,34,214,356225,495,1867,44,13597,185,1578,1439,36,13648,0,476,178,659,1753,24815,41216,116528
"Eumsung",4430,122285,581336,6289,7739,0,260,23466,700,7908,2782,12339,10591,301187,18628,1033,397350,248,59445,150727,520,41062,18415,9505,224,17313,161721,1,24212,16,450,4459,7034,11538,1793,232,17226,0,86,1346,2768,663,19635,68070,2299,189,633,342507,20617,6782,11450,9851,5923,410,17147,99,1376,155,17017,14581,6298,216725,13166,2103,0,1140,6234,52153,10657,12345,421,146217,3338,5820,2060,2833,10284,0,1005,22,8270,6565,176140,8016,7719,250916,1623,1425,52254,1974,1029,18565,1965489,297242,247,1639,3134,456908,2275,20892,7006,57350,112647,13007,9333,187,199464,0,5125,1900,222,12246,4283,240556,163515
"Gangjin",0,1,0,0,0,69933,1,11,0,0,2,2,0,1,0,0,3,0,2,10,4,2,0,0,0,1,0,221,0,0,0,0,0,10,0,13,0,9,12,2,0,0,0,0,19,0,1,0,88,21,2,2,0,2,3,2,0,0,0,0,0,9,0,1,23825,0,5,0,6,7,0,0,1,0,101,1,0,0,4,0,2,0,2,3,0,2,1,0,1,0,0,1,75,5,2,339758,0,2,1,0,8,3,0,2,0,0,0,587010,0,0,0,0,1,1,0
"Gangneung",5895,24838,35183,593,928,0,97,854,226,640,376,6827,4429,2885,17250,163,37278,65,21504,38998,131,2509,5449,1703134,672,4896,21028,0,304660,1702,275,939,733,472,387,93,986,0,27,487,773,81,1359,31874,1642,850,185,64460,8452,2630,232,465,1651,232,4333,50,373,56,366463,2717,403,24703,2830,493,0,196,1015,25453,1879,5754,108,6725,1096,826,589,515,570,0,242,4632,1811,1058,17113,39,420224,7798,702,261,2273,402,245,1856,672957,91810,63,621,376,180197,633,522,2296,513936,16206,836,684883,983,69172,0,130,246,108,9277,512,64340,86092
"Gapyeong",1,3,4,1,0,0,0,2,0,0,0,7,1,11,32,0,6,0,4,3,0,0,6,3,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,16,1,1,1,0,1,0,0,0,0,0,74,106,0,4,1,0,0,0,1,29,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,1,4,0,0,0,2,0,0,0,48,6,0,0,0,12,1,0,0,64,0,0,2,0,17,0,0,0,0,2,0,6,10
"Geochang",4956,600,1747,74,3,0,145,39996,7,32504,15295,2459,8504,865,440,595,2718,6,507575,8018,3578,385,788,20,1483,29,370,0,313,4,368750,1585,2601,44771,271,856,671,0,147,592,100880,4632,6400,160,13,1543,658,626,39048,10897,13093,13466,394,5636,68419,13,68607,86028,172,253,1,2142,2324,243,0,1645,1150,1038,784,7089,1367,332,49770,1280,90,1507,365,0,26278,5,619,63,1417,16591,69,1188,19266,24097,1769,819,1,288,16462,2015,3655,2721,12957,2106,12759,19974,7473,730,231,6459,149,143,360,0,11096,60,500,2045,605,523,221
"Geumsan",38,5664,18666,440,687,1,49,19125,1001,687,2407,56383,958,6214,979,89,122727,1970,8933,1265467,211,5734,228,407,10,419,4325,0,813,0,1627,91493,2812,9191,1255,72,47,0,20,13605,575,3338,3837,2140,399,8,853,8008,8769,8545,1397,592,13923,2830,13805,41,18669,344,620,807,42,25324,7900,172,0,28167,1304,1242,4235,11983,3775,8585,18292,297,568,102902,40,0,2820,0,14125,2629,17830,1466,248,14892,11029,17630,2006,42203,914,4885,128831,23185,190,539,375,23421,17594,2510,4789,1834,541,2069,337,0,2219,0,688,1562,110,90,18124,4556,2335
"Gimcheon",763,11107,23423,2157,893,0,98,70908,2080,33219,11733,56132,79241,15022,1423,5846,73155,1619,909784,313707,577,11638,111,204,281,1258,6797,2,980,3,3314,2896,167260,38270,1492,159,13570,0,31,9100,73715,293,716053,2943,1344,220,118,12531,16614,12026,45473,54281,3621,2697,83369,35,1075,2848,472,864,92,34670,14503,163,0,98,1618,1595,6194,18734,97,5892,6080,14253,767,154,8163,0,2060,6,12181,38444,28634,54753,331,21251,5368,675,50008,27164,1783,13386,176258,29900,438,1258,98963,40151,2513,57457,6855,1462,5411,24567,543,11,6003,0,40844,100262,187,151,17659,7189,5948
"Gimhae",8895,8187,10235,2349,68,8,2990,7625270,156,287062,3745632,28722,24148,9484,1804,14394,27859,258,293258,50847,9706,6210,2725,14,3127,776,8342,7,380,15,47780,9323,31601,8969692,2623,4640,7549,13,8558,3937,29657,4052,32732,2904,309,1786,3651,10651,121165,308318,357942,3973,2515,169821,822044,33,37862,13908,732,1087,27,16618,21479,1252,6,5377,4414,3359,6984,112249,5859,3765,537721,42863,198,14544,3979,0,17394,6,6464,3341,13705,2851,377,13407,313064,81865,15791,6048,61,5633,116214,21649,2444,55184,28062,21299,4640,992226,58841,2747,5236,2182615,346,512,5746,7,19621,3192,3011,5785,6373,8653,8013
"Gimje",26,6147,4763,449,15372,5,23934,3156,4917,302,1354,5402,455,2505,377,39,15667,944,6686,58703,4715,18609,131,231,14,395,2184,1,399,1,367,1220,1794,3255,11234,61432,44,1,1923,33557,441,414,2375,1536,14057,8,94,2441,445996,901,745,484,3420,143,3441,10953,2635,196,281,318,4320,16222,63708,217,1,4136,77920,593,182485,114652,3948,2483,1369,31,63622,3884,13,250,222,0,13814,1396,3087,1025,136,9678,685,1873,3141,11856,6863,14531,64003,21098,73,3160,119,4506,1226,1095,63852,806,212,567,251,0,1116,1,615,642,20136,64,16808,2828,390
"Gochang",240,8103,5919,48,16933,9,123280,6676,5949,813,1822,13973,171,263,46,15,980,1111,6631,2456,21376,10113,18,20,45,824,190,12,59,0,1148,62,119,5235,67596,104374,8,3,14838,20006,883,454,239,2889,181989,52,2618,149,765638,7984,642,1141,64,2390,8497,38279,1064,652,28,35,6820,32035,413,1990,3,31,91638,62,1029,1888,44,135,3108,26,333012,96,2,406,14766,1,175,46,7930,1332,21,14181,2281,694,181,6323,9392,9760,117706,29777,6316,36135,171,11162,2750,2276,2269,133,34,1071,23,6,128,9,433,14,96725,45,2782,318,730
"Goesan",99,7928,15500,644,369,0,10,31735,29,6738,3897,520,9678,50175,794,1292,1966,6,86533,2381,14,1193,964,477,26,1541,20286,0,1105,6,814,63,14498,11782,79,3,29240,0,1,60,6139,62,36690,10557,87,20,30,20994,790,1377,18166,6537,39,558,25908,1,152,234,521,537,256,8477,205,31,0,8,67,3388,184,572,10,3186,2417,6062,49,34,15380,0,151,1,84,89,7080,13380,270,9808,1671,103,128723,54,38,1012,190989,27539,6,149,6963,47007,766,29548,218,1659,19232,13601,502,3,20448,0,6617,1020,10,221,225,14957,14144
"Goheung",0,2,0,0,0,1724,0,10,0,0,2,0,0,1,0,0,1,0,4,10,2,0,0,0,0,0,0,31,1,0,0,1,0,14,0,5,1,1202,15,0,0,0,1,0,1,0,0,4,32,21,2,0,0,7,9,0,0,0,0,0,0,0,4,0,26,0,3,0,1,4,1,0,2,0,11,0,0,0,3,0,1,0,0,1,0,0,7,1,2,0,0,0,11,0,0,1205953,0,1,0,0,1,1,0,1,0,0,0,50,1,0,0,0,0,0,2
"Gokseong",38,533,91,8,1562,45,4983,9095,204,452,2516,53,44,73,17,0,615,42,750,1499,114208,1452,6,8,13,12,67,6,37,0,81,24,49,7599,1686,10909,2,13,130554,2104,53,737,66,94,3935,5,143,112,2158135,51262,201,35,71,5281,11699,385,65,21,6,14,667,1262,356,63,3,1,25004,12,11460,1861,4,61,4899,6,702,25,2,4,361,0,224,25,51,130,5,686,4736,211,55,565,490,1606,4913,2149,503,313979,29,83,4183,3576,771,33,15,2894,17,1,47,21,91,2,6249,30,1130,96,9
"Gongju",32,15049,31461,1750,9982,0,24117,9192,93418,1481,833,92799,2737,2039,190,381,14583,29748,22240,609195,1444,80498,119,167,8,1152,1270,6,328,1,254,15094,9041,2678,8275,15740,44,0,262,241251,1232,554,11783,4248,122112,10,3281,441,52200,22214,5040,3232,3330,936,4805,4364,1904,70,155,175,656,63508,22454,6512,1,586,9291,434,7855,36341,1262,1337,2632,1780,52084,4736,32,108,2309,3,36594,15215,44600,4305,94,31150,1411,1667,4216,244660,69203,68560,297260,53057,649,6222,918,58277,2605,9429,18990,591,122,3673,148,0,519,3,1964,3832,8742,62,266555,1030,4035
"Goryeong",24319,5303,4142,1421,27,0,139,35812,191,42350,11262,12708,57201,5925,1635,1301,11109,180,2493135,17878,2206,972,7025,44,8127,169,2877,0,845,22,102293,681,65594,35331,419,811,5816,0,54,1439,64435,129,53560,1141,103,8386,151,4756,26638,3494,27868,69404,210,1180,63472,36,10964,181993,497,1080,5,5287,5064,264,0,1375,869,3783,958,4972,1850,2471,2548,1920,133,780,3780,0,9278,14,1052,1544,3545,56670,241,4660,2196,2743,22952,2035,65,1190,39404,8485,2162,550,109732,6789,647,24534,10110,2705,2779,6814,418,913,2703,0,54312,3029,357,10446,2196,4071,2427
"Gosung",202,853,2852,43,7,2,288,4987,12,1736,3186,4412,377,208,133,9,4951,18,5402,15831,866,2074,83,4,66,57,578,2,72,0,4860,2352,322,6599,208,376,74,3,809,1207,177,458376,561,242,20,39,546,1819,10942,53168,442,225,229,32072,19217,4,8970,385,44,73,5,3954,2608,139,0,774,338,121,595,6976,894,677,328940,17,33,4492,48,0,2775,0,651,54,2680,547,18,2264,49363,36162,184,1695,6,931,33871,3898,288,7436,195,3866,2166186,2053,7623,190,69,1410,58,9,428,2,214,16,221,161,1171,515,511
"Gumi",1718,23748,37014,18617,1743,1,348,129299,3548,42067,14529,157426,544413,38710,2940,32281,185887,2754,4984576,316520,1430,16480,345,481,490,2143,20609,2,1858,8,7611,4215,712830,44490,2496,409,38259,0,67,12906,53906,530,278728,9883,3809,355,214,30170,31429,26044,165349,239700,4321,5938,154028,84,2645,3331,1039,1902,119,70152,27040,298,1,144,2557,2119,8291,35283,142,10153,15740,65865,1651,205,32226,0,4501,5,14740,27230,71701,239811,1097,46638,12704,1588,236378,26579,2990,24751,342067,62483,960,2733,36895,81439,6906,192160,10013,3565,17472,110141,1412,64,20370,1,142107,71953,482,662,23517,25117,23113
"Gunpo",8996,671401,79266,1741,11327,0,5024,9911,5700,1948,1257,56402,5050,34501,582,548,35975,1797,28740,53924,166,45584,9137,20495,205,117294,65375,1,32364,9,248,2037,3198,5008,1447,3647,9236,0,59,15507,833,429,7894,32834,21053,167,61,4239,4937,269,8000,2139,993,192,9345,1043,1359,72,23460,2098,8042,203531,252,69,0,445,1934,33185,115,455,30,13338,3277,2583,14928,1496,5525,28,196,11,250,3097,52024,4545,14056,98854,1066,728,25273,5144,7428,23531,2814928,1887289,11,151,922,1557085,2441,10195,192,93260,993,7558,10086,290,73123,1,2005,833,2182,18345,11663,198164,573054
