"","Andong","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Chilgok","Choongju","Chuncheon","Chungju","Daegu","Daejeon","Danyang","Dongduchun","Donghae","Euijungbu","Euisung","Eumsung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gimje","Goyang","Gumi","Gunsan","Gwangju","Gwangmyung","Gwangyang","Gyeongju","Gyeongsan","Gyeryong","Hadong","Haman","Hampyeong","Hongsung","Hwasoon","Iksan","Imsil","Jangsung","Jecheon","Jeongeup","Jeongju","Jeungpyung","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Chuncheon",219,87,0,0,0,1513,333,127,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,60,0,236,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11480,319,0,0,0,0,0,0,0,0,156,0,625,142,0
"Chungju",0,0,34,0,0,84834,5069,8352,0,70130,0,12119,40926,108107,108,0,1042,0,0,13069,1544,0,0,474,185,4504,373,0,4551,70405,0,3859,0,111,0,0,49,0,29,3148,0,273,110161,1330,0,10699,0,639,1660,2634,0,272,3,163,0,172,1374,30,0,17158,0,294157,625,2780,410,15621,0,0,0,0,0,0,0,0,0,71
"Daegu",12276,0,4580,0,1633,1913006,302341,356168,525868,0,0,41629,33166,733451,276,0,4789,0,12912,0,15502,0,403590,50527,0,34625,1358755,397,0,643751,573,198843,632061,0,823,1004,0,991,0,0,0,288,0,403,500,0,1575,884,239739,0,20564,0,0,504,11050,65529,58388,2093,34083,25976,0,3486250,2691,350721,10639,354683,0,0,6242,0,216898,42205,12164,0,0,0
"Daejeon",0,37,828,6228,1922,929811,89099,1009637,26621,81549,6336,102002,739066,109791,114,632,310,72,0,21032,1620,0,134007,6265,33723,39980,228537,2528,123803,511594,204,102352,36231,45279,123,195,5078,814,357,236897,2826,22912,97162,54242,46792,21175,392,334,47384,77182,0,10440,13376,334440,56365,4894,244975,35,0,443450,3822,3782142,55687,730872,4883,214455,380,0,0,72,1847,337065,0,41559,59,90
"Danyang",5275,0,0,167,21,2512,94,0,0,0,0,108,276,114,0,0,264,0,205,0,41,0,0,0,0,0,0,0,331,0,0,1087,0,7,0,0,29,0,0,0,0,20,9527,286,0,0,0,0,151,38,0,23,0,0,0,212,0,8,0,117,0,27650,0,0,89,3145,6870,2241,0,0,397,0,4956,0,0,0
"Dongduchun",0,0,0,0,0,0,171,0,0,0,0,0,0,632,0,58,0,0,0,0,103,0,0,62,0,0,0,0,0,0,0,0,0,32,81,16,0,0,0,0,0,72,0,67,160,0,213,2,0,0,74,0,126,22,0,257,0,0,130,0,0,0,0,0,0,0,0,0,72,244922,0,52,390,301,0,0
"Donghae",3752,0,4710,0,103,1559,134,180,25,248,0,1688,4676,824,264,0,940,0,1615,152,89895,0,130,0,0,0,1121,398,317,0,0,221,559,5,0,0,0,0,0,539,0,148,10808,0,314,132,0,12239,33,120,130,13,0,2,0,0,0,27416,127,207,0,18635,154,0,18380,873,1590,1005,71,0,328,0,9636,0,0,3570
"Euijungbu",0,0,17,0,0,0,47,0,0,0,0,0,0,72,0,0,0,0,0,0,17,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,331,120,0,0,180,0,0,0,0,266,0,0,95,0,0,0,0,0,0,800,0,31,0,0,0,0,0,0,146,0,85,0,0
"Euisung",22837,0,347,0,0,5373,132,0,0,0,0,0,13621,0,211,0,1608,0,1502,0,1519,0,0,0,0,0,0,7,0,0,0,2567,4448,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,37,0,247,0,0,0,3548,0,0,513,5467,455,228,0,0,4308,0,2728,0,0,0
"Eumsung",0,0,0,0,0,0,23,982,0,2974,0,11368,0,20436,0,0,159,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13403,48,0,914,0,48,0,67,0,0,0,0,0,9,199,6,0,7132,0,1373,143,481,7,0,0,0,0,0,0,0,0,0,0,5
"Gangneung",5145,0,2900,0,528,6563,546,57,156,260,0,699,10371,1087,41,103,70692,17,1451,79,74181,0,482,33,32,64,1390,395,1121,0,304,938,732,0,0,23,8,0,0,288,0,144,15146,313,2858,87,254,17422,259,279,367,4,0,0,0,0,0,19999,476,418,0,64518,1030,0,29941,2139,2871,1594,128,0,792,0,8184,546,0,2851
"Gapyeong",0,0,0,121,0,0,276,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,355,197,0,140,0,0,0,50,41,0,227,0,258,0,195,0,364,3168,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,527,0,0,0,0,0,0,0,0,37,0,53,0,0
"Gimcheon",0,0,64,0,0,63481,4010,23791,28605,0,0,0,406340,131190,0,50,102,76,0,0,655,0,0,423,0,188,187497,0,0,0,39,354,34428,0,18,63,123,0,0,0,0,0,138,538,0,0,412,540,3886,0,8894,0,0,0,7902,2127,9942,5,15329,10995,0,127468,150,51119,21,0,8,217,4151,0,638,30763,6096,0,0,0
"Gimhae",191,0,0,0,108,10068,17087,610,0,0,0,454,81107,7815,0,65,0,0,0,0,0,13,466,409,0,0,1141,0,130,6994,309,195,0,0,1320,1721,42,0,33,0,0,0,0,0,0,0,5463,0,0,235,0,139,0,0,49,191,456,0,0,395,0,29622,990,2180,0,109,0,0,0,0,0,101,41,0,0,0
"Gimje",0,0,0,0,358,0,0,11480,0,0,0,134,0,32949,0,0,0,0,0,0,38,16,0,0,6436,1384,0,0,34653,7502,0,0,0,1594,0,0,1164,0,71,45172,0,6224,0,23689,0,0,0,16,0,8971,0,2112,0,7983,0,0,6255,0,0,5432,0,105799,363,32290,0,0,0,0,0,0,0,0,0,0,0,0
"Goyang",0,0,0,0,0,62275,0,24304,0,0,0,5557,46685,50578,0,0,0,0,0,0,64,0,188,0,837,0,1990,0,18851,1799,0,8058,0,1185,0,0,8,0,0,15794,0,1415,573,4605,0,0,0,0,2220,9360,0,1292,359,3052,292,0,0,0,0,0,0,2135,0,0,140,9836,820,0,0,0,0,0,79,84,0,0
"Gumi",0,0,32,0,0,281306,10543,60028,73076,0,0,394,1326451,232742,0,0,994,0,0,0,1738,0,178784,1299,0,2727,96,0,0,39529,124,3130,144110,0,59,151,195,200,0,0,0,0,145,0,0,0,524,0,16251,0,8460,0,0,216,6954,2947,23180,59,17473,12108,0,434044,481,118888,87,11215,0,0,4024,0,2461,23861,4338,0,0,0
"Gunsan",240,10608,0,13459,0,0,345,18918,0,0,0,0,0,2465,0,0,0,0,7,0,793,355,0,0,0,0,0,74,0,0,0,0,0,307,0,0,0,8446,0,22809,0,0,0,0,0,0,0,288,0,0,0,0,0,1328,0,385,5932,0,0,0,1539,52648,0,26378,362,0,0,0,0,0,0,0,0,347,8542,0
"Gwangju",85,0,0,0,41096,695,763,54795,0,205,0,4022,0,119038,331,0,3,0,0,0,2297,197,0,161,35705,18781,0,0,1229,185744,199,146,0,9422,383,27,24067,0,3661,129044,0,13227,2023,33383,0,0,352,196,103,205297,0,5131,0,28364,0,0,16083,0,0,12736,0,913728,6866,63486,728,0,0,0,0,0,0,0,49,0,0,1
"Gwangmyung",0,0,0,0,0,783999,112143,221818,0,0,0,67717,635562,508236,0,0,0,0,0,0,0,0,0,1595,6930,1392,44001,0,186781,2,0,110554,0,4841,0,0,25,0,0,87254,0,13851,0,27310,3599,0,0,0,35501,65385,0,6336,746,8204,0,0,0,0,0,0,0,41005,5506,0,0,232847,0,0,0,0,0,0,0,5307,0,0
"Gwangyang",0,0,0,0,335,3365,2440,1,28,0,140,0,747,191,0,0,0,0,0,0,264,0,20,273,0,0,85,0,134,0,119,429,293,15,1930,288,46,0,152,0,0,0,0,0,0,0,4579,0,541,217,0,87,0,148,0,17,1,0,0,1,0,3,2929,2,0,43,0,0,0,0,0,13,0,0,0,0
"Gyeongju",7933,0,732,0,0,262540,779,25325,0,0,0,6765,212134,101259,1081,0,237,0,2471,0,1096,0,401,133,0,4328,2811,0,146,119532,428,10751,25014,0,20,43,0,0,0,162,0,38,1812,0,0,0,246,0,127,0,0,0,0,0,18,58643,239,112,0,0,0,608861,149,43473,745,170350,1459,784,0,0,37052,294,3823,0,0,0
"Gyeongsan",7850,0,892,397,0,390966,89206,8832,85393,0,0,0,592076,32444,0,0,543,0,4790,0,1046,0,34286,13289,0,0,147270,0,0,0,167,25537,116332,0,387,471,0,0,0,0,0,0,0,38,0,0,2072,0,100466,0,3294,0,0,0,1623,9104,6641,253,5469,5512,0,47980,718,23853,881,25433,0,0,1093,0,4151,3607,3507,0,0,0
"Gyeryong",0,6,0,351,185,0,0,21544,0,0,0,161,0,37773,7,32,0,0,0,0,5,0,0,0,2100,1397,0,367,10268,6712,15,0,0,0,12,0,425,83,41,16741,137,1919,0,2928,4774,0,19,0,0,3395,0,675,677,18983,0,0,7904,0,0,8418,210,115138,2578,22267,0,0,0,0,0,0,0,0,0,1877,12,0
"Hadong",12,0,0,163,205,15088,19685,34,194,0,0,0,1214,120,0,81,12,0,0,0,0,50,19,1263,0,0,63,0,184,0,1786,22,1901,12,3893,1580,28,99,48,0,0,0,0,706,0,0,50306,0,3554,305,0,19,0,221,12,25,13,0,0,8,94,107,8881,64,0,80,0,0,0,0,0,64,4,0,39,0
"Haman",29,0,0,0,76,11651,25605,181,565,0,0,0,73369,236,0,16,20,0,0,0,0,41,124,2011,0,0,180,0,46,0,328,65,30985,0,1990,2040,0,0,26,0,0,0,0,22,0,0,16616,0,49687,138,0,6,0,0,27,82,104,0,0,113,0,1542,1239,662,0,69,0,0,0,0,0,62,0,0,0,0
"Hampyeong",0,0,0,0,112,142,57,2209,32,30,0,107,0,4881,29,0,0,0,0,0,7,0,123,44,1140,0,195,0,22248,82,28,0,0,328,16,4,627,0,102,3337,0,1095,0,1313,0,0,25,0,2,6181,0,1005,0,1148,0,0,1219,0,0,872,0,21668,231,7520,6,0,0,0,0,0,0,0,0,0,0,0
"Hongsung",178,77132,0,53788,110,99,0,203194,6,0,60,0,800,941,0,0,0,0,0,0,0,227,0,0,0,0,0,8060,0,0,0,0,0,55,99,0,0,2310,0,26249,0,0,180,0,0,0,57,0,0,148,0,0,0,825,0,0,25990,0,0,0,10933,260771,0,90914,3,0,153,0,0,0,79,0,0,171,34347,0
"Hwasoon",0,0,0,0,15941,687,258,240,0,0,0,29,1633,400,0,0,0,0,0,0,0,0,0,34,105,0,0,0,2479,0,156,0,0,55,82,32,134,0,306,395,0,92,0,199,0,0,351,0,39,1191,0,154,0,158,0,0,147,0,0,115,0,3272,4500,1148,0,0,0,0,0,0,0,0,0,0,0,0
"Iksan",94,8342,0,63356,1055,0,0,60989,0,8,236,3132,397,235456,0,0,519,0,0,0,573,258,0,0,45465,15529,0,25476,127536,90172,0,162,0,16969,0,0,3468,25678,268,4612,13072,20310,389,128333,122820,0,183,132,0,48362,0,8625,42385,67644,0,0,25038,82,0,24708,38073,532183,96265,98999,23,0,405,4,0,0,0,0,291,58991,13047,0
"Imsil",0,0,0,0,0,0,0,1743,0,0,0,0,0,3251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,12837,388,0,0,0,25439,0,0,0,0,0,0,0,1175,729,0,0,906,0,0,813,0,17571,6190,5496,0,0,0,162,0,0,0,0,0,5343,0,0
"Jangsung",0,0,0,0,223,0,0,6204,0,222,792,438,0,22565,20,72,0,360,0,11,247,195,0,0,6951,2262,0,0,12266,16978,0,38,0,1789,0,0,1227,0,118,19601,0,2277,115,7713,0,6,0,24,0,9735,0,1960,0,5226,0,0,2784,0,0,4317,0,105468,311,16261,19,0,0,0,0,576,0,0,0,0,0,0
"Jecheon",19892,0,0,365,178,6427,1524,7050,105,68907,0,119201,0,93066,8522,0,10402,0,444,11602,18732,0,138,0,0,573,145,0,2024,0,0,2011,0,0,0,0,0,180,0,390,0,115,145,227,0,13402,0,37969,0,379,0,0,749,1,0,566,1793,3369,0,39537,103,155595,518,3292,15537,4287,39402,13952,0,0,1252,0,43854,125,39,15660
"Jeongeup",0,0,0,0,317,1097,21,18151,7,615,0,1305,403,53065,286,67,0,331,0,48,347,364,538,0,24022,3607,0,0,32697,26498,0,0,38,2804,706,22,1372,0,186,126379,0,7507,227,0,0,54,64,101,330,17189,0,3284,0,9347,0,0,7908,0,0,6549,0,209355,328,37014,364,0,387,22,0,0,0,0,0,0,0,92
"Jeongju",0,0,0,0,0,0,0,17666,0,0,2823,0,500,45336,0,160,0,120,0,0,3172,345,0,0,0,0,0,0,0,2503,0,0,0,4539,0,0,0,0,0,119442,28104,0,0,0,4629,0,100,0,0,505,44,0,84748,22002,0,0,10975,0,209,12696,0,140466,119780,59781,986,500,0,0,61,0,0,0,0,83985,0,0
"Jeungpyung",0,0,0,0,0,0,94,1296,0,12865,0,8765,0,20369,0,0,86,0,0,1048,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15578,54,0,0,0,104,0,25,0,0,0,0,0,37,881,2,0,13238,0,3315,132,948,11,0,0,0,0,0,0,0,0,0,0,8
"Jinju",636,0,0,149,793,17048,53782,236,76,0,0,0,1383,305,0,210,213,0,0,0,0,357,243,5256,0,0,357,0,167,0,4929,298,439,19,50281,15813,28,57,63,183,0,0,0,64,100,0,22819,0,857,749,121,47,63,152,17,433,136,0,177,90,141,711,14311,361,313,302,0,0,72,0,0,146,627,0,0,0
"Jungsun",504,96,0,0,357,2805,221,1085,0,57,0,591,812,289,0,2,12678,180,0,47,17485,0,540,0,22,0,0,290,1392,0,0,0,0,0,0,0,5,0,0,314,0,35,41507,135,0,100,0,17105,0,72,0,24,0,0,0,0,0,2628,0,141,0,82338,0,424,14311,0,26079,4714,0,0,0,0,0,0,0,13779
"Milyang",0,0,12,0,50,808577,202764,25207,5456,0,0,1035,244708,43281,151,0,17,0,0,0,622,0,4724,32853,0,705,20123,0,45,37803,144,39,84689,0,572,1054,7,0,24,0,0,72,0,330,0,0,4426,1,60769,77,462,10,0,0,471,95,3150,3,942,1936,0,231752,1052,13423,27,136,0,0,301,0,0,2300,824,0,0,0
"Mokpo",0,0,120,249,573,1032,620,27072,0,350,0,2208,0,76345,38,0,76,0,0,67,263,0,0,211,9127,7844,0,0,211314,63008,158,0,0,3073,203,121,8278,148,887,47454,0,9750,374,16884,505,25,625,28,46,780,101,24596,0,9864,0,0,8188,134,80,6482,143,367129,874,26797,370,0,0,0,145,0,0,0,355,0,0,79
"Munkyeong",0,0,4,0,0,14173,267,0,1494,0,0,0,24758,0,0,74,56,0,0,0,453,0,11410,0,0,0,9404,0,0,0,0,0,3946,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,498,101,0,0,0,0,0,0,0,5,3087,0,0,0,0,0,19,0,0,0,472,0,0,0,3883,0,0,0
"Naju",0,0,0,0,277,135,79,5399,0,32,0,227,0,10584,23,0,0,0,0,0,45,0,0,138,2561,1201,0,0,4946,9744,76,0,0,558,30,14,1097,0,123,9246,0,2073,0,3785,0,0,40,0,7,24409,0,93,0,2337,0,0,2667,0,0,1782,0,75370,384,14019,30,0,0,0,0,0,0,0,0,0,0,0
"Namwon",0,0,0,0,0,0,3,6906,0,38,0,3,0,13139,0,126,0,266,0,0,0,0,0,0,0,359,0,0,0,126,0,0,0,560,0,0,0,0,0,44527,1168,0,749,0,78348,0,63,0,0,0,0,0,0,2885,0,345,3777,0,0,2705,0,52552,32635,19569,0,0,0,0,0,0,0,0,0,23884,0,0
"Nonsan",2,85,0,1444,615,576,0,54528,0,0,8712,62,576,310950,0,22,1,0,0,0,2,576,0,0,7608,1942,144,820,29745,8366,148,0,504,17282,221,0,1261,348,146,64855,711,4290,1,8711,19848,0,152,3,0,10101,0,2144,2997,5340,0,0,18012,0,0,28309,349,225169,11962,74567,1,0,0,0,0,0,0,0,410,7610,138,0
"Okchun",0,0,0,0,0,8875,320,17092,1402,0,0,0,12709,58969,0,0,0,0,0,0,0,0,7295,47,0,0,7275,0,0,0,1,18,1745,0,11,13,0,0,0,0,0,0,0,0,0,0,14,0,515,0,0,0,0,0,495,54,6330,0,0,8636,0,49583,9,19025,0,0,0,0,0,0,0,20402,0,0,0,0
"Pohang",676,0,0,0,350,16052,1249,2296,0,0,0,95,7216,4073,212,259,0,93,37,9,0,0,1857,167,0,0,2643,385,0,0,21,63655,6593,0,35,61,0,0,0,0,0,0,566,0,0,18,386,0,0,0,0,0,345,0,54,186,1087,0,0,23,0,11831,122,6362,410,7818,0,0,0,0,3772,534,702,0,0,0
"Pyeongtaek",0,31776,0,21246,793,39071,3899,79778,5036,894,0,1005,57245,257132,0,0,0,0,0,225,0,0,10864,449,6314,0,22521,6077,15752,0,10,189,6222,7755,14,98,1458,26444,123,25313,916,2872,1606,8021,11932,813,203,0,2603,8242,0,2658,4049,19343,6540,1418,5447,0,0,80467,5528,1210990,14010,440777,0,0,0,0,0,0,370,9962,501,8937,20104,0
"Samcheok",648,0,844,0,0,1879,0,8,67,14,0,10,4074,19,8,0,28596,0,173,0,21307,0,96,0,0,0,227,0,0,0,0,145,439,0,0,0,0,0,0,82,0,0,3352,0,0,2,0,2507,203,134,8,0,0,0,0,0,0,325,27,4,0,18284,61,0,3218,430,4097,469,6,0,204,0,1726,0,0,741
"Sangju",0,0,8,0,0,21527,394,0,2613,0,0,0,43418,0,0,130,94,0,0,0,594,0,20201,0,0,0,20299,0,0,0,0,0,6199,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,929,80,2741,0,0,0,0,0,0,8,1403,0,0,515,0,0,9,0,0,0,1110,0,0,0,3605,0,0,0
"Sejong",0,0,0,0,433,28009,2531,279431,3704,26415,936,17007,33228,436698,117,0,186,0,0,6990,506,0,12405,455,5628,0,14558,0,14708,0,3,0,5134,8261,15,60,1038,0,68,26277,610,3793,39492,6739,12966,13572,99,137,2228,6983,0,1832,2588,26478,9288,92,74474,3,0,3106,0,504894,12363,250287,108,0,0,0,0,0,0,13846,0,8845,0,34
"Seocheon",138,11978,0,16231,120,0,0,22095,0,0,0,0,0,4256,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,0,0,0,0,0,202,94,0,0,11189,0,36249,0,0,103,0,0,0,141,0,0,143,0,0,0,309,0,0,5095,0,0,0,478,96254,0,32179,47,0,0,0,0,0,0,0,0,0,10664,0
"Seoul",65371,313843,23992,213187,17594,4489202,486990,2545999,37654,5181,1122,274356,3394845,3730116,28594,0,19296,0,2968,1288,118983,10946,130675,23793,108420,5581,427494,54851,886795,35710,31,601338,48896,113535,133,1395,22631,278207,2771,511774,17691,101160,165839,198107,142798,3592,978,78130,246429,359266,0,82970,54008,228197,54211,11693,1277052,14159,515,532481,103671,10964,213148,2185897,63913,948680,378447,284659,0,0,5480,134000,119607,120360,209828,26811
"Suncheon",0,0,0,0,24994,9240,10484,24264,39,50,868,626,2336,54592,0,0,154,800,0,143,1573,18,99,923,173,84,413,0,7799,4162,3171,128,391,1967,8399,1118,276,0,5043,101477,5843,287,409,161,114219,132,12383,0,804,1052,0,435,34401,10404,3,120,12844,61,0,11086,0,201905,68749,63329,489,95,280,0,0,0,0,26,2,112652,0,0
"Suwon",0,111499,0,84242,5026,370663,15103,618221,13756,1341,0,3728,338671,704819,0,0,0,0,0,567,376,0,50046,2520,32648,0,116503,27540,64475,0,12,42193,22326,23001,63,595,7657,89905,954,96916,5020,16772,1988,38324,59729,908,501,424,12649,27678,0,13991,19791,78885,19509,6752,365566,0,0,258121,33628,2324010,66907,14052,0,62146,1248,0,0,0,3460,41151,50,43805,68926,414
"Taebak",3767,0,6315,303,60,6755,149,117,20,11,0,396,10879,4849,89,0,18964,31,420,6,29162,0,76,0,0,140,165,362,549,0,173,580,798,0,0,0,6,3,0,141,0,16,15870,357,986,8,313,12511,32,370,40,30,0,0,0,410,0,3286,27,98,47,67883,877,376,514,4318,18930,2169,28,0,930,0,5313,495,0,6510
"Ulsan",12880,0,2510,0,13,469726,429,120610,0,0,0,13922,0,202200,3238,0,874,0,5206,0,2154,0,0,142,0,10227,11808,0,0,212902,48,171329,24521,0,94,50,0,0,0,0,0,0,4165,0,500,0,347,0,6,0,0,0,0,0,0,8984,0,333,0,0,0,946003,211,60455,4283,7646,2657,672,0,0,25232,302,9954,200,0,0
"Wonju",12911,77,46,0,0,5906,0,286,0,0,0,0,0,380,6370,0,2110,0,392,0,5975,0,0,0,0,820,0,0,0,0,0,1580,0,0,0,0,0,153,0,405,0,0,40852,387,0,0,0,25047,0,0,0,0,0,0,0,0,0,3964,0,0,0,356697,281,432,18667,2103,2087,80251,0,0,880,8,26487,0,146,12608
"Yangpyeong",4414,0,300,0,0,1577,0,54,0,0,0,0,0,0,2026,0,1122,0,190,0,3071,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,4,162,0,15526,22,0,0,0,4307,0,0,0,0,0,0,0,0,0,619,0,0,0,258934,0,0,2600,522,75343,52471,0,0,170,217,6564,0,0,1555
"Yechun",0,0,7,0,0,7104,179,0,553,0,0,0,8192,0,0,72,22,0,0,0,117,0,4779,0,0,0,4633,0,0,0,0,0,1295,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,318,145,844,0,0,0,0,0,0,0,1112,0,0,0,0,0,2,0,0,0,68,0,0,0,2049,0,0,0
"Yeoncheon",0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,319412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48870,0,0,0,0,0,0
"Yeongchun",5767,110,489,11,0,15068,0,1118,0,0,0,0,216159,2118,499,0,295,0,4779,0,906,0,779,0,0,0,2699,0,0,0,0,35888,2966,0,0,0,0,79,0,0,0,0,1286,0,0,0,0,0,0,0,0,0,0,0,0,6705,415,124,0,0,0,5679,0,3764,832,25679,981,223,0,0,0,0,2764,0,106,0
"Yeongdong",0,0,0,0,0,32300,1707,20821,3811,0,156,0,45731,332880,0,2,0,105,0,0,0,37,29718,140,0,292,23376,0,0,0,31,294,3730,0,65,87,0,0,0,0,0,0,0,0,0,0,163,0,2458,0,0,0,0,0,19229,534,8942,0,0,12100,0,128187,45,42038,0,302,0,0,0,0,0,8646,0,0,0,0
"Yeongju",89985,0,17788,387,35,13300,1042,0,1218,0,0,0,12202,0,5335,390,9351,0,2712,0,9313,0,6403,41,0,79,4489,0,49,0,0,4481,4082,0,4,0,0,0,0,0,0,0,46946,0,0,0,415,0,881,394,4258,0,0,410,0,702,518,1566,4293,0,0,120476,0,48,5923,9509,26663,6751,2519,0,2759,0,9001,0,0,0
