"","Andong","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Chilgok","Choongju","Chuncheon","Chungju","Daegu","Daejeon","Danyang","Dongduchun","Donghae","Euijungbu","Euisung","Eumsung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gimje","Goyang","Gumi","Gunsan","Gwangju","Gwangmyung","Gwangyang","Gyeongju","Gyeongsan","Gyeryong","Hadong","Haman","Hampyeong","Hongsung","Hwasoon","Iksan","Imsil","Jangsung","Jecheon","Jeongeup","Jeongju","Jeungpyung","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Gwangmyung",0,0,0,0,0,792657,0,158250,0,0,0,0,748186,477580,0,0,0,0,0,0,0,0,2965,0,6108,310,10401,0,171479,1,0,0,0,4309,0,0,489,0,0,79630,0,10227,0,24529,0,0,0,0,75072,60382,0,6671,0,7706,0,0,0,0,0,0,0,21356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gwangyang",94,0,381,0,767,1091,1754,0,0,354,0,0,39,0,0,0,0,0,445,0,228,0,24,160,0,0,28,0,161,0,847,0,51,0,1601,373,64,0,330,0,0,0,0,0,0,0,4347,0,157,306,0,89,0,0,0,0,0,0,0,0,0,9,3935,2,0,0,0,0,0,0,0,5,338,0,0,0
"Gyeongju",7214,0,1247,0,0,108901,0,5090,182,0,0,0,154139,11224,842,0,284,0,2570,0,1410,0,3274,0,0,370,4889,0,0,0,0,2913,12750,0,94,0,0,0,0,0,0,0,1111,0,0,0,401,0,0,0,0,0,0,0,24,33665,1214,500,0,360,0,57198,357,19110,1580,73737,937,582,0,0,18651,302,4121,0,0,0
"Gyeongsan",5205,0,907,0,0,381897,76810,9329,73998,0,0,0,494792,28896,0,0,425,0,4148,0,589,0,37881,8664,0,0,135725,0,0,0,83,13727,79118,0,200,521,0,0,0,0,0,0,35,70,0,0,2374,0,79636,0,3122,0,0,0,1242,24626,5600,228,5032,4951,0,49028,270,27094,1290,10736,0,0,903,0,1366,3467,2987,0,0,0
"Gyeryong",0,16,0,720,136,0,0,15985,0,0,0,0,0,26518,0,0,0,0,0,0,6,0,0,0,2174,342,0,1169,8930,5345,0,0,0,20,0,0,375,267,34,13472,170,1757,0,3060,4808,0,0,0,0,3123,0,713,646,10031,0,0,6305,0,0,5679,860,119893,2908,19361,0,0,0,0,0,0,0,0,0,2013,48,0
"Hadong",0,0,0,446,344,5915,18936,27,30,0,0,0,168,353,0,0,16,0,0,0,75,0,14,4100,0,0,68,0,220,0,1404,0,174,0,2850,1132,23,204,28,0,0,0,2,0,81,0,44216,0,274,264,0,21,0,100,0,432,32,0,0,7,276,155,5982,94,0,0,0,0,0,0,0,18,0,0,70,0
"Haman",0,0,0,0,68,7310,25707,189,96,0,0,0,1625,287,0,0,30,0,0,0,28,0,139,1724,0,0,202,0,57,0,391,0,599,0,1305,1585,8,0,26,0,0,0,19,0,51,0,21088,0,1352,200,0,6,0,0,12,0,172,0,0,119,0,2187,967,830,0,0,0,0,0,0,0,459,0,0,0,0
"Hampyeong",0,0,0,0,364,222,77,2497,0,0,0,0,0,5372,0,0,0,0,0,0,0,0,0,12,1170,28,0,0,22290,608,26,0,0,375,15,3,685,0,502,3667,0,1289,0,2157,0,0,80,0,6,7057,0,1922,0,1071,0,0,1357,0,0,749,0,29412,688,9045,0,0,0,0,0,0,0,0,0,0,0,0
"Hongsung",0,53888,0,35523,365,0,123,173583,0,0,340,0,0,2711,279,0,0,0,0,0,0,273,0,0,0,0,0,8707,28,0,0,0,0,213,204,0,0,1974,0,18794,0,0,0,0,0,0,0,0,0,427,0,0,51,1256,0,0,18147,0,0,0,12982,233000,474,75391,387,0,0,0,0,0,27,0,396,0,23097,0
"Hwasoon",0,0,0,0,18200,603,99,247,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,29,145,0,0,0,2653,0,182,0,0,39,24,28,618,0,383,443,0,143,0,284,0,0,88,0,12,5398,0,651,0,164,0,0,137,0,0,90,0,3608,4024,1152,0,0,0,0,0,0,0,0,0,949,0,0
"Iksan",0,6354,0,39457,1209,30,0,57564,200,12,0,1,0,191939,0,0,14,0,0,1,791,0,191,0,28294,8868,0,19532,101813,83292,0,0,0,13866,0,0,3937,17665,304,2845,12697,17452,7,116424,108805,0,402,0,0,47606,0,8152,39802,47078,0,0,23332,0,0,22355,27042,578510,86040,96083,28,0,0,0,0,0,0,41,0,52936,8599,5
"Imsil",0,0,0,0,0,0,0,1784,0,0,0,0,0,3051,0,15,0,201,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,12331,143,0,0,0,16241,0,0,0,0,0,0,0,1513,727,0,0,1089,0,0,965,0,21740,8353,5465,0,0,0,0,0,15,0,0,0,6431,0,0
"Jangsung",0,0,0,0,294,0,0,4473,0,0,936,0,0,19873,0,256,2,256,0,0,0,72,0,0,7148,1612,0,0,10260,10862,0,0,0,1731,0,0,1483,0,97,17367,0,841,0,4741,0,0,0,0,0,9281,0,2771,0,7440,0,0,2383,0,0,3251,0,99387,123,15289,3,0,128,64,0,648,0,15,0,135,0,0
"Jecheon",18595,0,0,0,0,6502,617,6483,504,45132,0,112830,152,82197,6884,0,10028,0,407,9594,16948,0,289,25,16,964,45,1252,32,0,0,1283,15,1,2,19,0,0,0,31,0,1,58,7,1350,11524,335,9422,11,134,0,0,401,20,0,0,1315,2496,0,37868,0,101637,229,4780,20992,3927,35709,10489,0,0,700,0,41670,350,0,13696
"Jeongeup",0,0,0,0,400,605,0,16200,0,0,225,0,30,48454,504,432,6,121,0,4,539,148,0,0,23377,2339,0,0,24924,23343,0,0,70,3038,0,0,2163,0,229,113026,0,4494,2,9,0,0,0,0,6,16396,0,2914,0,11947,0,504,7402,0,0,6525,0,194326,258,37977,18,0,0,0,0,0,398,0,0,180,0,0
"Jeongju",0,0,0,0,0,290,334,16073,170,0,320,0,0,38864,0,0,0,0,0,0,0,0,181,42,0,0,8,0,0,0,0,0,0,3482,81,51,0,0,0,103751,20585,0,1350,0,3456,0,319,1,0,0,0,0,63545,16117,21,0,10638,0,0,11721,0,119888,110702,56121,0,0,795,32,0,0,0,124,0,85243,0,77
"Jeungpyung",0,0,0,0,0,169,0,1053,0,8589,0,1860,0,12000,0,0,33,0,0,887,778,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12330,0,0,0,0,0,0,0,0,0,0,1,0,0,235,2,0,11566,0,4000,0,863,95,0,0,0,0,0,0,0,0,0,0,8
"Jinju",468,0,0,0,952,23607,61853,291,162,0,0,0,3410,465,0,0,198,0,464,0,475,0,297,6070,0,0,344,0,941,0,4416,0,1895,0,45960,20701,100,0,94,402,0,0,335,0,319,0,19142,0,3321,1385,0,49,23,0,9,0,1502,0,0,89,0,1943,10547,980,0,378,0,0,112,0,0,44,325,0,0,0
"Jungsun",0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,678,0,0,0,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10915,0,1,0,0,7122,0,4,0,0,0,0,0,0,0,113,0,0,0,29179,0,0,1315,0,3862,178,0,0,0,0,0,24,0,1917
"Milyang",351,0,1,0,69,787111,287315,27544,5820,0,0,0,242547,65777,7,0,50,0,8,0,258,0,5225,25585,0,957,17108,0,43,85128,153,0,73203,0,399,1357,6,0,15,0,0,0,11,6,0,0,4845,0,37133,68,633,9,0,72,334,0,2821,4,1037,2398,0,427184,346,13530,43,0,0,0,271,0,0,2407,558,0,0,0
"Mokpo",0,0,0,0,1251,1412,838,24617,0,0,0,0,0,75298,0,0,0,0,0,0,0,0,0,141,9655,6564,0,0,251280,57076,172,0,0,2634,145,117,7832,427,4950,46627,0,9761,134,16148,0,0,997,4,43,670,0,20082,0,9456,0,0,8676,0,0,6752,0,418924,3646,32734,0,0,0,0,95,0,0,0,380,0,0,209
"Munkyeong",0,0,2,0,0,14880,95,0,2274,0,0,0,19307,0,10,0,57,0,0,0,373,0,10407,0,0,0,7357,0,0,0,0,0,3453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,112,0,1547,0,0,0,0,0,16,0,10,0,355,0,0,0,3190,0,0,0
"Naju",0,0,0,0,856,193,59,4507,0,0,0,0,0,10204,0,0,0,0,0,0,0,0,0,15,2621,748,0,0,2973,9018,54,0,0,657,31,2,1662,0,498,8083,0,2954,0,3231,0,0,29,0,5,21732,0,57,0,2583,0,0,2373,0,0,1551,0,78461,1005,14584,0,0,0,0,0,0,0,0,0,0,0,0
"Namwon",0,0,0,0,0,0,0,5897,0,0,0,0,0,10826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,51,0,43453,1185,0,401,0,53056,0,23,0,0,0,0,0,0,2300,0,0,3344,0,0,2523,0,57040,29639,19820,0,0,0,0,0,0,0,0,0,25523,0,0
"Nonsan",51,230,0,2571,591,216,512,46889,0,4034,3104,4,432,225894,0,0,0,0,353,0,472,271,0,0,7791,3285,0,3342,28721,7662,0,0,0,9358,100,0,1135,1196,149,44986,775,12583,0,11417,17634,1,0,0,0,10281,0,2539,2777,3516,0,0,15118,1,0,27226,2639,233232,11087,69838,2,0,432,0,0,0,0,0,0,7285,314,434
"Okchun",0,0,0,0,0,8192,332,13220,1238,0,454,0,12145,40558,0,0,0,0,0,0,0,6,7753,47,0,0,6726,0,0,0,0,0,1376,0,2,16,0,0,0,0,0,0,0,0,21,0,10,0,494,0,0,0,0,0,404,18,4095,0,0,6975,0,42852,1,15687,0,0,0,0,0,0,0,7766,0,0,0,0
"Pohang",107,0,0,0,0,9885,0,2447,0,0,0,0,176223,3103,0,0,432,0,0,0,383,69,1557,0,432,0,2161,0,0,0,0,32239,23419,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,972,0,0,13,0,17058,300,10149,498,5532,0,0,0,0,13437,428,268,0,0,0
"Pyeongtaek",0,21476,0,17790,821,42768,4243,44550,4492,674,0,464,53080,222112,0,0,0,0,0,163,0,0,10407,319,5981,0,17735,3908,12714,0,8,1054,5694,5750,39,100,1384,17766,123,21805,958,2355,1266,7051,11188,295,274,0,2744,8447,112,2446,3190,15997,4300,1148,2721,0,88,72831,5058,768413,11713,241995,0,2694,0,0,0,0,729,7758,0,7608,18115,0
"Samcheok",1781,0,859,0,0,826,54,27,5,10,0,34,2517,61,0,0,19258,0,142,2,16922,0,15,0,0,0,128,0,44,0,0,496,229,0,0,0,0,0,0,9,0,0,2706,6,0,0,0,115,14,0,13,0,0,7,0,0,0,283,8,9,0,15195,0,0,3348,553,3106,336,7,0,163,0,1680,0,0,690
"Sangju",0,0,12,0,0,20866,9,0,1805,0,0,0,35606,0,31,0,137,0,0,0,434,0,12899,0,0,0,11614,0,0,0,0,0,5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0,1522,0,0,0,0,0,88,6,427,0,0,0,0,0,18,0,25,0,1530,0,0,0,3677,0,0,0
"Sejong",0,0,0,0,636,31341,4769,249196,3949,25288,216,13364,36435,398019,0,0,79,0,0,6463,213,0,13355,649,4525,0,14393,0,13571,0,14,288,5340,5753,23,131,943,0,95,23582,712,3369,36173,6409,11877,12577,207,0,2728,7881,0,1613,2432,28000,7803,23,77379,6,0,2644,0,506681,10369,226897,51,775,0,0,0,0,62,11244,0,8204,0,30
"Seocheon",109,12626,0,19553,94,180,0,27882,0,0,0,0,0,24175,0,0,239,0,0,0,147,288,0,0,0,0,0,2011,0,0,0,0,0,637,276,0,0,12655,0,28355,0,0,0,0,0,0,0,0,0,0,0,0,0,2142,0,0,5001,0,0,0,554,105776,0,33463,0,0,0,0,0,0,0,0,0,628,9809,0
"Seoul",48634,260783,15679,203994,18892,4020490,54586,1996416,37669,5479,1270045,11610,3541037,3356981,26090,0,21403,0,2125,1044,128164,770089,182908,5377,116754,572441,327321,46627,863710,18506,117,53925,52492,119120,284,1973,30876,246474,2953,534185,22393,92380,111176,192747,129803,3056,1799,28940,392069,401812,0,78915,56142,223817,46032,16557,823348,11700,0,547555,110411,52944,235158,1153514,106366,52009,277281,585426,0,0,11397,128277,85986,125966,197360,23863
"Suncheon",0,59,0,416,20238,4797,4023,23542,8,382,46,0,574,47087,75,73,398,68,0,0,171,83,54,444,203,0,151,393,4140,0,3863,357,190,1599,5637,769,747,474,4035,102105,5948,85,0,232,104434,0,8265,0,316,4283,0,1164,27190,9519,0,300,11808,0,0,9470,94,218512,53759,73557,0,665,0,0,0,117,223,14,0,87639,131,0
"Suwon",0,115987,0,81100,5553,200751,29501,378381,13401,1117,0,2746,235166,722188,1026,0,0,0,0,382,496,0,54565,3495,34202,0,124939,20871,67279,0,52,18984,26481,20867,111,682,9417,77424,967,94086,5395,15715,3754,39677,61682,1030,720,0,13169,33862,0,15354,19429,73198,16377,10053,145230,0,0,234913,34109,1282432,77220,2303,0,29148,2316,0,0,0,8115,38125,0,47980,64917,0
"Taebak",4584,55,5954,257,0,9406,780,194,30,100,0,800,10426,4961,0,49,21100,227,805,78,34844,52,111,0,373,0,279,0,800,0,0,1307,1208,3,0,0,0,387,0,72,0,0,20598,17,0,86,0,1328,61,0,44,0,0,10,0,498,0,3987,65,128,0,114076,0,0,833,4984,28095,2175,28,177,1285,0,6522,1296,116,7148
"Ulsan",11333,0,2424,0,0,348801,0,8662,428,0,0,0,115003,13712,2465,0,967,0,5145,0,3488,0,6838,0,0,0,12763,0,0,0,0,82939,11486,0,0,0,0,0,0,0,0,0,3810,0,0,0,446,0,0,0,0,0,0,0,88,5972,3140,451,0,1157,0,51667,661,27982,4512,2350,3054,802,0,0,17321,828,10719,0,0,0
"Wonju",14173,0,0,0,0,4336,671,263,348,0,0,0,0,0,6725,0,1954,0,260,0,6014,0,0,0,0,792,0,0,0,0,0,1033,0,0,0,0,0,0,0,0,0,128,38472,0,795,0,0,3582,0,0,10,0,0,432,0,0,0,3140,25,0,0,262763,0,2412,28986,2429,988,47568,0,0,1496,430,19948,504,0,11909
"Yangpyeong",3448,0,0,0,0,1847,27,32,0,0,0,0,0,0,967,0,1089,0,97,0,5598,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,64,9314,0,32,0,0,239,0,0,0,0,0,0,0,0,0,406,0,0,0,540748,0,0,2810,742,46353,29838,0,0,341,66,3903,0,0,1221
"Yechun",0,0,1,0,0,7369,240,0,288,0,0,0,4534,0,0,0,41,0,0,0,126,0,3464,0,0,0,3763,159,0,0,0,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,98,308,0,0,0,0,0,0,0,1155,0,0,0,0,0,1,0,0,0,42,0,0,177,1039,0,0,0
"Yeoncheon",0,0,0,0,0,76,0,0,0,0,0,0,66,216,0,710290,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,177,0,0,0,0,148198,0,0,70,0,0,0
"Yeongchun",6247,156,543,0,0,10674,0,2159,112,0,0,0,136316,4455,334,144,371,0,4047,0,866,0,1888,0,0,0,4781,0,0,0,0,19299,1678,0,0,0,0,27,0,0,0,0,473,398,0,0,0,0,0,0,0,0,0,0,1,14083,680,120,0,94,0,10794,223,7640,1207,17709,1551,357,0,0,0,128,2429,0,145,0
"Yeongdong",0,0,0,0,0,31434,1447,20131,3545,0,0,0,43478,271753,0,0,0,0,0,0,0,0,23216,147,41,0,22027,0,832,4,12,170,3419,0,17,458,0,0,0,0,0,15,0,0,124,0,83,0,1953,0,0,0,0,0,7179,447,6897,0,0,10020,0,119787,24,36381,0,524,430,66,177,0,73,4777,223,0,0,0
"Yeongju",54758,90,13518,0,0,14179,1941,13,441,0,0,0,6787,0,4738,27,8391,49,2307,0,12652,0,6514,3,0,0,3743,286,0,0,110,4379,3270,0,0,0,0,100,0,0,0,0,43128,0,0,0,0,0,373,380,2761,0,0,0,0,268,0,1669,3220,0,0,88288,0,0,7656,9344,19500,4971,1185,70,2554,223,4504,0,4,0
"Yeosu",0,0,0,125,1372,0,0,16143,0,267,0,0,0,34446,119,0,0,107,0,0,1296,0,0,0,64,0,0,0,375,0,0,0,0,1181,0,0,0,0,1154,69943,4709,127,83,88,82597,0,0,24,0,0,0,0,23312,6098,0,0,7987,0,0,7776,628,121558,88123,48665,0,0,0,0,0,0,0,0,0,1258,0,350
