"","Andong","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Chilgok","Choongju","Chuncheon","Chungju","Daegu","Daejeon","Danyang","Dongduchun","Donghae","Euijungbu","Euisung","Eumsung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gimje","Goyang","Gumi","Gunsan","Gwangju","Gwangmyung","Gwangyang","Gyeongju","Gyeongsan","Gyeryong","Hadong","Haman","Hampyeong","Hongsung","Hwasoon","Iksan","Imsil","Jangsung","Jecheon","Jeongeup","Jeongju","Jeungpyung","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Chuncheon",0,20,0,222,0,0,651,0,0,0,16146,0,0,202,0,0,0,0,0,0,336,68084,0,0,0,0,0,432,0,0,0,0,72,0,0,0,0,14,0,0,0,768,0,0,432,0,0,0,0,0,0,0,0,637,0,0,0,0,0,293,0,1238695,0,216,0,0,0,0,0,0,256,0,0,0,0,0
"Chungju",1379,0,0,0,0,184,0,2627,0,56843,0,480,0,43599,2663,0,499,0,0,7101,1470,0,0,0,2,0,0,0,3,0,0,0,0,0,214,0,0,0,0,29,0,7,108660,24,0,2049,0,353,0,317,0,0,0,30,0,0,304,53,0,14398,0,10720,0,2145,4687,0,0,0,63,0,0,0,3915,193,0,259
"Daegu",6828,0,4431,0,0,1912562,230674,312183,386492,0,0,0,21829,725169,0,0,5414,0,10168,0,13721,0,407568,31617,0,35582,1096880,0,0,708557,11,183490,436525,0,77,3100,0,0,0,0,0,320,0,55,0,0,5309,381,233414,0,16860,0,0,0,9176,205195,54455,2661,30385,33859,0,3761802,800,257091,11795,102208,75,0,4030,0,149602,39781,6687,0,0,0
"Daejeon",360,0,0,0,1717,1009265,15203,843860,24334,56797,1826,43432,740385,56292,113,0,326,0,0,13126,1940,72,144452,1848,32340,28787,217423,0,103700,452908,199,10734,28618,18304,77,406,4917,0,303,188465,2709,16090,80545,49674,38108,11319,541,1186,60893,78541,0,9845,11144,208752,33546,4717,208448,74,0,357765,0,3475265,44440,666136,5534,14293,0,0,0,272,3730,260226,530,33333,0,343
"Danyang",5861,0,0,0,0,1291,214,777,0,622,0,2651,0,143,10,0,0,0,4,69,0,0,0,0,0,0,0,264,0,0,0,113,0,0,0,0,0,0,0,0,0,0,4115,0,0,177,0,0,122,0,0,0,0,0,0,0,279,0,0,21,0,20699,0,749,0,462,6090,1128,0,0,29,0,3557,0,0,0
"Dongduchun",0,0,0,32,0,0,0,0,0,0,0,0,144,0,0,92,0,0,0,0,0,0,0,0,44,0,0,322,0,0,0,0,0,0,0,0,0,0,0,336,0,320,247,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,654523,0,0,0,0,0,73
"Donghae",3929,0,3486,0,0,1532,273,264,299,894,0,564,5411,250,0,0,332,0,641,296,40142,0,622,0,1,0,604,253,142,0,0,334,480,0,0,0,0,0,0,23,0,2,9645,6,13,198,0,10639,48,0,238,0,0,16,0,432,0,16529,221,59,0,19755,302,0,19533,1059,1563,1757,60,0,551,0,8862,0,0,4088
"Euijungbu",0,0,0,111,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,0,0,0,0,0,0,73,480,0,0,0,0,0
"Euisung",6010,0,393,0,0,5295,622,0,0,0,0,0,11910,0,6,0,617,0,1036,0,860,0,1,0,0,0,0,0,0,0,0,2671,3675,0,177,0,0,0,0,0,0,0,31,0,0,0,0,114,0,0,0,0,0,0,0,0,0,216,0,0,0,1410,0,0,896,4832,56,302,0,0,3911,0,1920,152,0,0
"Eumsung",99,0,0,0,0,163,0,532,0,1580,0,6049,0,12740,75,0,304,0,0,14,159,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,21,0,0,8142,7,0,402,0,33,0,203,0,0,0,11,0,0,218,3,0,6024,0,1216,0,332,65,0,0,0,0,0,0,0,202,403,0,15
"Gangneung",5896,0,4278,0,0,6858,489,118,283,674,0,1551,9807,2248,0,0,39538,0,789,154,53407,0,1056,4,24,320,1188,0,1523,0,620,1260,593,0,0,0,0,0,0,1167,0,344,12295,35,0,565,0,16681,533,0,504,0,0,843,0,0,0,18168,746,511,0,58000,720,824,37071,3207,2870,2367,286,0,1004,142,13661,395,0,2887
"Gapyeong",56,144,0,85,0,0,6,67,0,0,71049,0,0,0,0,0,0,0,0,0,0,6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649187,0,500,0,0,0,0,0,0,0,0,0,168,46,0
"Gimcheon",381,0,87,0,0,82353,7026,25780,21306,0,0,0,415462,146313,0,0,112,0,1,0,1554,0,2,640,0,0,95261,382,0,2146,5,2319,34419,0,10,127,0,0,0,0,0,0,0,0,0,0,692,177,4487,0,7717,157,0,0,8298,1369,9634,9,10244,11434,0,169497,207,53804,448,4678,179,0,3197,0,1200,23183,5191,0,0,0
"Gimhae",0,0,0,0,0,31154,8650,997,375,0,0,0,32670,2136,0,0,0,0,0,0,124,0,600,361,0,0,1991,24,0,0,214,0,6615,0,835,1989,0,0,0,0,0,0,0,0,0,0,6229,0,20401,0,0,0,0,0,53,0,392,0,0,421,0,5944,684,3721,0,9,0,0,0,0,0,174,0,0,0,0
"Gimje",0,0,0,0,527,0,202,12538,0,1,0,9,0,31590,0,44,0,60,0,0,254,0,0,0,4294,815,0,0,31987,7986,0,0,0,2029,0,0,1120,0,139,28123,0,6806,2,21736,0,1,0,5,0,10788,0,2433,0,8869,0,0,6127,0,0,4303,0,116710,351,32809,12,0,0,0,0,151,0,0,0,71,0,1
"Goyang",0,0,0,0,0,45346,0,9247,0,0,0,0,51808,38708,0,0,0,0,0,0,320,0,0,0,735,48602,0,0,9430,118,0,0,1,0,0,0,0,0,0,8130,0,1489,0,2366,0,0,0,0,1411,5793,0,730,0,1390,0,0,0,0,0,0,0,843493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gumi",0,0,59,0,0,250509,11334,48404,34564,0,0,0,1082912,219397,0,0,303,0,0,0,1638,0,89785,1736,0,0,882,191,0,7309,11,4350,128134,0,14,223,0,0,0,0,0,64,0,0,0,0,921,179,13513,750,6815,104,0,0,5847,2452,16926,74,11611,12080,0,294892,133,126736,283,9181,260,0,3837,0,3947,21977,3569,0,0,0
"Gunsan",0,0,0,0,0,0,242,34,122,0,432,0,0,0,264,322,253,0,0,0,0,0,382,24,0,0,191,14986,0,0,0,0,0,0,216,6,0,0,0,164902,0,0,294,0,52822,0,304,34,0,0,87,0,0,0,0,80,104,106,76,0,0,877,201,244,363,0,367,121,0,0,0,114,0,242,0,623
"Gwangju",0,0,0,0,40406,0,1203,36711,0,176,0,7,0,99111,0,0,126,0,0,2,2388,0,0,0,31574,12148,0,0,1373,145052,0,0,0,7765,135,0,25119,0,2466,97596,0,12951,30,25558,0,6,600,25,0,263289,0,3243,0,27305,0,0,13179,71,0,10651,0,930496,4857,66744,1781,0,464,0,0,0,0,0,0,860,0,8
"Gwangmyung",0,0,0,0,0,757375,0,128307,0,0,0,0,721877,458371,0,0,0,0,0,0,0,0,1596,0,7964,407,5734,0,163386,0,0,0,0,3322,0,0,150,0,0,72812,0,9967,0,23090,0,0,0,0,69245,49586,0,11013,0,10270,0,0,0,0,0,0,0,21217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gwangyang",0,0,0,0,0,958,1337,105,1,0,0,0,7,100,0,0,0,0,0,0,620,0,7,184,0,0,6,0,0,0,169,0,7,0,1098,308,0,0,0,72,1,0,47,0,132,0,4673,0,81,0,0,0,8,20,0,0,221,0,0,40,0,2293,1501,455,0,0,0,0,0,0,0,1,0,0,0,0
"Gyeongju",8276,0,1563,0,0,89479,0,4975,145,432,0,0,183318,9043,137,0,335,0,2810,0,1506,0,2245,0,0,0,4085,0,0,0,0,11013,20019,0,0,0,0,0,0,0,0,0,1543,0,0,0,0,0,0,0,0,0,0,0,34,77310,1544,146,0,568,0,57140,0,17862,1160,63781,956,194,0,0,23301,225,4273,0,0,0
"Gyeongsan",5430,0,1058,0,0,380208,71339,8480,82041,0,0,0,447137,28011,0,0,530,0,3978,0,721,0,34216,6996,0,0,132548,0,0,0,17,21456,63072,0,82,914,0,0,0,0,0,0,0,0,0,0,4081,0,73849,0,2884,0,0,0,1235,26952,5347,277,4328,5374,0,49282,154,26357,1099,8530,260,0,952,0,1854,3244,3189,0,0,0
"Gyeryong",0,0,0,0,113,671,448,15863,0,0,0,0,0,21442,0,0,0,0,0,0,0,0,0,0,1819,150,0,0,8121,3686,0,0,0,5,0,0,343,0,26,10942,169,2045,0,2395,3507,0,0,0,0,3138,0,672,575,4949,0,0,6317,0,0,6059,0,123313,2421,19018,0,0,0,0,0,0,0,0,0,1815,0,0
"Hadong",0,0,0,0,0,4480,12952,80,6,0,0,214,62,19,0,0,0,0,0,0,0,0,9,802,0,0,19,217,135,0,1031,94,60,0,2308,820,140,0,0,29,0,0,0,0,28,0,38981,0,311,10,0,263,7,8,0,0,29,0,0,41,0,923,4962,222,0,0,0,0,0,0,0,33,0,0,0,0
"Haman",0,0,0,0,19,7416,34509,299,120,0,0,0,3965,390,0,0,0,0,0,0,18,0,105,1954,0,0,242,6,0,0,371,0,1140,0,903,1674,0,0,0,0,0,0,0,0,0,0,20328,0,3100,0,0,0,0,0,25,0,196,0,0,141,0,2793,1077,1020,0,1,0,0,0,0,0,47,0,0,0,0
"Hampyeong",0,0,0,0,335,0,30,2448,0,36,0,0,0,5272,0,0,0,0,0,0,0,0,0,0,1127,0,0,0,21360,151,0,0,0,328,140,0,542,0,403,3914,0,1657,0,1777,0,0,0,0,0,6406,0,1645,0,1190,0,0,1155,0,0,945,0,28328,973,8856,0,0,52,0,0,0,0,0,0,801,0,0
"Hongsung",0,47609,0,36567,0,0,182,168990,0,0,14,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,259,0,0,0,0,0,0,0,309,0,0,0,0,15751,0,0,0,19898,234151,231,70497,55,0,0,0,0,0,206,0,0,0,17675,0
"Hwasoon",0,0,0,0,19153,0,259,321,0,437,0,0,0,383,0,0,0,0,0,0,0,0,0,0,166,0,0,0,2387,0,0,0,0,36,0,0,444,0,138,420,0,84,0,173,0,0,0,0,0,5035,0,456,0,235,0,0,190,0,0,79,0,3675,5040,1103,0,0,0,0,0,0,0,0,0,451,0,0
"Iksan",0,0,0,0,1197,0,135,65112,0,19,0,20,0,182725,0,0,21,0,0,8,1855,0,0,0,28890,9335,0,122253,98174,70618,78,0,144,11519,31,0,4116,0,303,2763,13915,18495,14,124854,167394,1,292,34,0,42347,0,8077,39541,44952,0,253,25363,6,0,23239,0,631252,86656,104596,345,0,300,0,0,0,0,0,0,54931,0,174
"Imsil",0,0,0,0,0,18,0,1782,0,0,0,0,0,2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,103,0,0,0,0,0,14224,113,0,0,0,12729,0,7,0,0,0,0,0,691,643,0,0,1069,0,0,834,0,19708,6512,5463,0,0,0,75,0,0,0,0,0,4978,0,0
"Jangsung",0,0,0,0,436,0,0,5306,0,2,768,2,144,18148,0,320,0,328,0,2,669,0,0,0,7408,1613,0,0,10340,10626,0,0,0,1994,0,0,1780,0,86,18797,0,667,2,5003,0,640,0,6,0,10621,0,3382,0,8311,0,0,2130,0,0,3684,0,98935,159,15816,4,0,0,0,0,648,0,0,0,45,0,0
"Jecheon",20537,0,86,0,0,4691,596,4887,0,38539,0,108925,0,78846,6358,247,9192,0,46,8170,14365,0,0,0,26,0,0,294,86,0,0,1503,0,0,0,0,0,0,0,72,0,15,45,16,17,10282,0,42543,360,0,0,0,13,174,0,0,820,2744,0,36055,0,96684,252,2036,20969,2056,28546,9195,0,0,205,0,38664,469,0,10439
"Jeongeup",0,36,0,0,408,952,129,16614,0,0,0,7,55,49136,0,0,7,0,0,0,190,0,0,0,21776,2922,0,0,26372,21765,0,0,0,2468,0,0,1915,259,112,122185,0,4412,3,9,0,1,0,3,0,17148,0,3200,0,11729,0,0,7364,3,0,6094,0,193628,342,39055,6,0,0,0,0,0,0,0,0,79,39,0
"Jeongju",0,0,0,0,0,457,0,19625,0,0,432,0,0,36565,0,30,13,48,0,0,0,0,0,0,0,0,0,79995,0,0,140,0,0,2385,49,0,0,0,0,154447,14021,0,17,0,9287,0,301,0,0,0,0,0,54060,15750,0,432,13001,0,0,12361,0,127671,102788,60515,495,0,0,0,0,163,0,0,0,80420,0,0
"Jeungpyung",109,0,0,0,0,78,0,773,0,6674,0,1804,0,10860,91,0,199,0,0,385,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,320,10950,1,0,1,0,24,0,126,0,0,0,4,0,0,236,8,0,11444,0,2963,0,1291,82,0,0,0,0,0,0,0,279,106,0,38
"Jinju",271,0,0,0,90,17756,49282,476,261,0,0,0,5782,277,0,0,0,0,177,0,0,0,792,4992,0,0,622,303,600,0,4028,625,3937,0,39834,20036,0,0,0,246,5,0,0,0,314,0,15346,0,6293,0,0,0,40,53,18,0,1716,0,0,172,0,3148,8426,1709,0,6,0,0,0,0,0,492,754,0,0,0
"Jungsun",1695,0,484,0,0,1516,18,663,123,311,0,457,0,1284,0,0,10427,0,114,28,16460,0,177,0,11,0,179,34,36,0,247,0,0,0,0,0,0,0,0,54,0,6,44721,1,0,49,0,60543,0,0,88,0,0,10,0,0,0,1995,113,191,0,95867,452,0,17687,0,38535,3521,0,0,0,0,1254,0,0,14898
"Milyang",0,0,3,0,0,789698,259769,27819,6432,0,0,0,242424,59664,122,0,37,0,0,0,603,0,5833,19970,0,684,17925,0,0,80456,88,0,71097,0,401,3305,0,0,0,0,0,0,360,0,0,0,7710,0,23527,293,837,0,0,0,392,0,2788,504,1210,2512,0,404861,545,14694,532,11,0,0,369,0,0,2189,663,0,0,0
"Mokpo",0,0,0,0,1411,0,307,20734,0,129,0,317,0,76450,0,0,0,0,0,203,0,0,0,0,10131,6430,750,0,249181,48027,0,0,0,2321,10,0,7067,0,5089,43092,0,11112,0,16609,0,126,0,0,293,796,0,21666,0,9920,0,0,8494,0,0,7211,0,395170,5743,34034,0,0,138,0,0,0,0,0,0,920,0,0
"Munkyeong",0,0,1,0,0,16168,0,0,952,0,0,0,20951,0,0,0,55,0,0,0,510,0,8814,0,0,0,6848,87,0,0,0,0,3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,532,0,0,0,0,0,0,0,0,5,1078,0,0,0,11,0,151,0,46,0,325,0,0,0,2806,0,0,0
"Naju",0,40,0,0,953,0,0,4933,54,287,0,0,0,10987,0,0,0,0,0,0,0,0,157,0,2560,701,104,0,2046,11670,0,0,0,813,263,0,1738,309,356,8925,0,3744,0,3580,0,0,0,0,0,22035,0,46,0,2970,4,0,2302,0,0,1889,0,80873,1251,14673,0,0,0,0,0,0,0,211,0,0,43,0
"Namwon",0,0,0,0,0,0,0,6283,0,91,0,0,0,11067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,282,2,0,0,0,0,43326,826,0,13,0,49820,0,33,0,0,0,0,0,0,2783,0,0,3462,0,0,2714,0,64322,25226,20496,0,0,0,0,0,0,0,0,0,23069,0,0
"Nonsan",0,0,363,0,602,0,0,50388,0,10437,5677,8,216,202849,0,384,6,0,0,4,854,1360,0,0,8262,1633,0,0,28457,9840,48,0,0,5098,14,0,1119,0,133,42917,711,15984,503,10717,18384,219,40,3,0,10654,0,2660,3429,3058,0,0,14675,0,0,29031,0,237963,12849,69037,26,0,0,0,0,896,0,0,0,9090,0,3
"Okchun",0,0,0,0,0,9388,223,14638,1112,0,0,0,10663,37843,0,0,0,0,0,0,0,0,9083,26,0,0,6054,0,0,0,0,0,1411,0,0,35,0,0,0,0,0,0,0,0,0,0,22,0,525,0,0,4,0,0,357,0,4122,0,0,5737,0,39534,0,15098,8,0,0,0,0,0,0,5723,0,0,0,0
"Pohang",0,0,0,0,0,11327,784,2895,0,0,0,0,198069,3541,0,0,432,0,0,0,0,0,1392,0,0,0,1960,80,0,0,0,82053,25993,0,0,0,0,0,0,253,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,308,1351,0,0,13,0,20207,0,12217,814,5457,0,0,0,0,12517,17,0,0,0,0
"Pyeongtaek",741,14591,0,16784,831,43130,4749,31666,4324,616,0,448,52831,219489,210,0,0,0,0,231,0,0,10199,345,6065,0,17748,104,13203,0,261,1403,5391,5593,51,188,1313,15235,113,23934,940,2253,770,7115,12804,263,457,0,2642,8524,0,2647,3202,15240,4190,1283,3979,0,0,68026,5886,748746,11648,201123,0,3051,0,0,0,0,646,8133,1231,7277,13989,0
"Samcheok",895,0,855,0,0,1249,195,30,7,37,0,53,2832,94,0,0,16917,0,134,0,18903,0,12,0,0,0,188,106,128,0,0,143,257,0,0,0,0,0,0,17,0,0,2938,0,0,0,0,2141,510,0,11,0,0,11,0,0,0,439,36,24,0,15634,0,0,2634,538,3279,363,3,0,272,0,1783,0,0,702
"Sangju",0,0,12,0,0,21155,0,0,1471,0,0,0,38022,0,0,0,90,0,0,0,768,0,12844,0,0,0,11029,76,0,0,0,0,4969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,869,0,943,0,0,0,0,0,0,7,343,0,0,0,32,0,106,0,108,0,1200,0,0,0,3326,0,0,0
"Sejong",0,0,0,0,884,34274,5728,243554,3232,26103,365,13277,34866,370435,11,0,60,0,0,6468,711,0,12615,582,4792,0,13081,0,13886,0,72,512,5795,5540,30,163,922,0,140,24783,667,4252,35589,6514,13009,11214,367,84,2426,7908,0,1836,2379,32407,7210,36,78326,23,0,2513,0,497565,11138,218568,879,773,0,0,0,64,58,10155,80,8067,0,65
"Seocheon",0,17561,0,25521,0,0,0,33904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790,0,0,0,1608,121915,0,38843,0,0,0,0,0,0,0,0,0,0,15311,0
"Seoul",57548,261714,21590,230055,20554,4108279,63329,1924103,41652,4290,1280022,10971,3657357,3364322,21923,0,24942,728,1094,1166,123401,715131,173232,6225,120300,512354,300895,878,890648,18370,2199,53746,51660,124942,1024,2629,30035,250311,3011,578403,20612,93339,107930,192288,136891,2912,3207,92577,392225,385829,0,78105,62546,229093,42989,20832,785887,13094,0,539481,128630,58623,235662,905510,110439,51014,282004,542176,762,600,11086,120633,89898,125000,200094,21857
"Suncheon",0,0,0,0,18690,8355,4331,22757,201,273,0,0,669,45944,0,0,302,0,0,0,1126,0,25,593,271,0,65,201,4995,0,1971,0,76,1212,4518,863,1022,231,4861,97082,5748,153,327,245,98968,0,7275,0,394,6230,0,1371,26923,9709,4,0,12080,0,0,11172,0,220468,43481,73520,0,9,5,0,0,0,0,12,0,77776,0,0
"Suwon",893,103659,0,86071,5581,222486,34725,308853,13705,1157,0,2576,250589,677584,572,0,0,0,0,360,1572,500,54153,3481,34418,0,126431,244,71431,0,659,18528,25462,19215,283,928,9306,74684,883,105920,5357,17163,1978,41144,62599,817,1446,0,14747,37260,0,15503,20104,73239,15151,12075,111305,0,0,223801,40575,1048999,76456,1604,0,27824,1368,0,0,0,7363,36492,2272,46848,63164,0
"Taebak",4635,249,5676,5,0,8690,506,335,163,418,0,4845,13836,5870,0,0,20137,0,882,75,38111,0,473,0,220,0,470,363,2139,0,0,1004,1072,0,0,0,0,55,0,645,0,15,21113,148,495,107,0,13649,46,0,183,0,0,36,8,814,0,2907,130,986,0,119631,0,0,846,6011,30699,2382,32,0,1435,65,7856,950,176,8511
"Ulsan",12234,0,2843,0,0,246166,22,7361,362,0,0,0,107750,11280,544,0,1041,0,4894,0,3034,0,4572,11,0,0,8397,0,0,0,0,70149,9167,0,0,0,0,0,0,0,0,0,1920,0,0,0,0,0,7,0,0,0,0,0,78,6258,3378,480,0,854,0,46598,0,25715,5265,1509,2219,621,0,0,13570,793,11198,0,0,0
"Wonju",14029,0,4,0,326,3957,0,302,100,0,0,0,75,0,6357,0,1803,0,101,0,6069,0,179,0,0,0,260,367,464,0,0,849,260,0,0,0,52,0,0,300,0,0,31784,0,0,0,0,40020,0,138,46,0,0,0,0,0,0,3138,108,0,0,267932,5,1368,30586,1887,1432,41905,0,0,343,504,20810,0,0,12912
"Yangpyeong",3350,0,0,0,0,1517,0,29,0,0,0,0,0,0,989,0,2038,0,337,0,3671,0,0,0,0,0,0,121,0,0,0,226,0,0,0,0,0,0,0,0,75,0,8256,0,0,0,0,3960,0,0,0,0,0,0,0,0,0,478,0,0,0,496700,0,0,3032,509,39174,24944,0,0,217,493,4268,0,0,1261
"Yechun",0,0,0,0,0,7698,0,0,265,0,0,63,4797,0,0,0,22,0,0,0,236,0,3622,0,0,0,3757,0,0,0,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,235,0,0,0,0,0,0,0,990,0,0,762,0,0,3,0,0,0,96,0,0,0,1130,0,0,0
"Yeoncheon",0,0,0,126,0,0,0,136,0,0,0,0,0,480,0,812762,0,73,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,648,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,744,0,0,0,0,0,0,0,148861,272,0,0,0,0,0
"Yeongchun",5538,41,556,0,0,7167,0,1749,99,0,256,0,143297,3695,33,0,448,480,3279,0,874,0,1188,0,0,0,3531,0,0,0,0,25065,1671,0,0,0,0,206,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,9,13145,673,94,0,90,0,10190,0,7113,1169,13447,433,233,0,272,658,84,1752,0,0,0
"Yeongdong",0,0,0,0,0,33215,2486,21493,3402,0,0,0,42614,249204,0,0,0,0,0,0,142,0,23624,210,0,0,23124,114,0,0,1,113,3695,0,32,73,0,0,0,0,0,0,0,0,0,0,540,0,2015,0,0,211,0,0,4921,7,7327,0,0,9782,0,109103,163,33628,65,579,504,493,0,0,60,3151,502,0,0,0
"Yeongju",52133,0,15360,0,0,14067,1504,3309,494,1035,0,4371,7315,502,4927,0,8896,0,1935,179,14568,0,6107,0,0,0,3312,0,0,0,228,3610,3557,0,0,0,0,0,0,0,0,0,40134,0,0,220,754,1107,393,0,2095,0,0,0,0,0,1115,1849,2969,148,0,91290,0,2028,8599,8482,19821,4304,1273,0,2014,0,3812,5,0,19
"Yeosu",285,0,0,0,662,0,0,14963,174,547,0,193,0,32172,0,0,0,0,152,403,395,168,157,0,34,0,0,242,732,0,0,0,0,944,0,0,801,0,472,66578,4626,42,469,40,78277,106,0,0,0,920,11,0,23147,7109,0,0,7952,0,32,8353,0,118724,79005,47575,951,0,0,0,0,0,0,145,5,1802,0,0
