"","Andong","Asan","Bonghwa","Boryeong","Bosung","Busan","Changwon","Cheonan","Chilgok","Choongju","Chuncheon","Chungju","Daegu","Daejeon","Danyang","Dongduchun","Donghae","Euijungbu","Euisung","Eumsung","Gangneung","Gapyeong","Gimcheon","Gimhae","Gimje","Goyang","Gumi","Gunsan","Gwangju","Gwangmyung","Gwangyang","Gyeongju","Gyeongsan","Gyeryong","Hadong","Haman","Hampyeong","Hongsung","Hwasoon","Iksan","Imsil","Jangsung","Jecheon","Jeongeup","Jeongju","Jeungpyung","Jinju","Jungsun","Milyang","Mokpo","Munkyeong","Naju","Namwon","Nonsan","Okchun","Pohang","Pyeongtaek","Samcheok","Sangju","Sejong","Seocheon","Seoul","Suncheon","Suwon","Taebak","Ulsan","Wonju","Yangpyeong","Yechun","Yeoncheon","Yeongchun","Yeongdong","Yeongju","Yeosu","Yesan","Youngwol"
"Chuncheon",0,0,0,0,0,2357,216,228,0,3,0,276,0,1288,0,0,0,0,0,14,0,0,0,0,0,0,0,382,404,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,422,0,12,0,0,74,0,0,0,0,0,0,0,0,0,0,250,0,4202,1,0,0,0,0,0,0,0,0,0,0,163,0,0
"Chungju",0,0,149,0,0,88791,4893,10409,0,76891,279,17973,52301,119641,0,0,281,0,0,14089,3122,0,0,366,372,3159,562,0,5331,79486,0,3722,0,182,0,5,69,0,0,4839,0,289,112033,894,134,12342,30,642,1993,2769,0,369,31,459,0,729,1846,6,0,20321,0,357637,1439,3339,916,19140,268,0,0,0,0,0,0,1063,0,43
"Daegu",15578,140,4605,304,0,1945664,338921,362128,530113,0,0,54172,37351,734896,420,0,4859,29,14803,0,16848,94,407016,53411,0,38675,1381593,0,0,630011,107,223042,654066,0,717,1109,0,85,0,0,0,432,0,165,647,0,3083,306,240337,0,20080,0,0,720,10895,64866,57090,2031,35625,26786,0,3444556,1255,355988,10109,415600,314,0,6190,16,226790,43189,12055,276,197,0
"Daejeon",0,17,83,7035,1738,934657,105276,997893,27463,82591,6904,111470,740785,119840,0,72,298,144,0,22801,1099,0,137753,7280,33690,44136,233114,2707,126839,519267,5,108068,38477,46415,346,228,5100,782,388,228791,3219,24839,103764,54045,59709,23275,770,1336,45146,75863,0,11755,15062,342943,61501,4700,247134,27,0,447626,3601,3817731,68494,739933,1882,257970,833,0,0,72,1812,349580,0,82799,49,84
"Danyang",4952,0,0,0,0,2320,26,0,0,0,0,0,420,0,0,0,0,0,186,0,0,0,0,0,0,92,0,0,383,0,0,1115,0,0,0,0,0,229,0,0,0,0,10047,0,187,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,31518,0,0,0,2712,7087,2541,0,0,404,0,5548,0,0,0
"Dongduchun",0,0,0,0,0,0,111,0,0,0,0,0,0,144,0,103,0,0,0,0,0,0,0,0,0,0,112,5,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,1,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,272297,0,0,0,51,0,0
"Donghae",4279,0,5548,0,0,1400,168,195,29,124,0,429,4969,402,0,0,1451,0,850,57,80510,0,122,0,0,277,358,484,2092,0,0,255,640,0,12,20,81,0,0,43,0,0,12105,213,1278,137,213,12604,61,0,128,0,0,0,0,0,0,29283,123,160,0,19061,1053,0,22616,612,2010,1116,111,0,767,0,11538,27,0,4357
"Euijungbu",0,0,0,0,0,110,72,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,28,92,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,126,0,0,0,0,0,0,0,421,0,1728,0,0,0,0,0,0,0,0,117,0,216,0,0,0,0,0,0,0,691,306,0,0
"Euisung",28435,0,398,0,0,5659,262,0,0,0,0,0,15854,0,225,0,848,0,2691,0,1121,0,0,0,0,0,0,0,0,0,0,3128,4753,0,0,0,0,0,0,0,0,0,471,0,0,0,0,399,0,0,0,0,0,0,0,0,0,203,0,0,0,3708,0,0,454,5469,479,236,0,0,4588,0,3308,149,0,0
"Eumsung",0,0,14,0,0,9,0,1190,0,3892,14,12302,0,21389,0,0,37,0,0,0,178,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,14411,0,0,1248,0,11,0,0,0,0,0,0,0,19,292,0,0,7600,0,1402,27,422,11,0,66,0,0,0,0,0,0,54,0,8
"Gangneung",4750,110,3572,0,0,5748,146,119,566,271,0,2940,11330,919,0,0,65158,0,1078,101,84829,0,374,4,0,0,875,395,1156,0,0,1323,811,0,0,0,34,663,0,0,0,28,17168,109,255,163,0,17675,200,204,624,19,0,0,0,0,0,21830,690,136,0,56977,527,0,31993,2166,3173,1682,245,0,971,0,8420,110,204,3447
"Gapyeong",0,107,0,0,0,0,377,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,1115,0,84,0,0,0,0,2,0,171,0,0,0,189,0,0,595,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,0,0,0,0,0,0,0,0,0,0,359,111,0
"Gimcheon",0,0,68,100,0,61623,4126,23861,29896,0,0,0,410655,134816,0,0,73,0,0,0,484,0,8,408,0,0,203034,0,0,0,32,437,34111,0,27,70,0,0,0,0,0,0,0,234,165,0,757,509,4230,0,10021,0,0,0,6778,2173,10476,17,16230,11060,0,122116,168,51578,14,0,0,0,3869,0,626,27913,7010,291,0,0
"Gimhae",0,0,0,0,65,15025,15615,776,253,0,0,431,52432,7940,0,0,0,0,0,0,92,116,385,284,0,0,1263,0,29,7782,220,151,13259,0,1247,1539,8,0,9,0,0,0,0,0,0,0,4407,0,30854,101,0,4,0,0,36,218,519,0,0,363,0,28067,1421,1919,0,181,0,0,0,0,0,193,0,0,0,0
"Gimje",114,0,0,0,325,0,0,12151,0,0,0,33,0,33895,0,0,0,0,0,0,0,0,0,0,6978,1005,0,0,36696,7917,0,0,0,1950,0,0,1376,0,84,46437,0,6354,0,24350,0,0,0,0,0,8440,0,1846,0,7147,0,0,6281,0,0,6242,0,104909,271,32317,0,0,0,0,0,0,0,0,255,0,0,0
"Goyang",0,0,0,0,0,69553,211,22230,0,116,0,5393,54241,56061,92,0,150,0,0,0,127,0,0,0,1070,0,1938,0,21267,2886,0,9926,0,1146,0,0,0,0,0,16412,0,2632,0,3210,298,0,0,0,2092,8625,0,1759,85,2579,0,0,0,0,0,0,0,3465,784,0,0,13336,0,0,0,0,0,280,0,510,0,0
"Gumi",0,0,35,0,0,285023,11313,61074,71063,0,0,526,1356701,237759,0,112,266,28,0,0,1369,0,186832,1427,0,2645,44,0,0,45692,86,3371,144698,0,820,151,0,0,0,0,0,0,0,0,0,0,962,0,17563,0,9870,0,0,72,7651,3287,23383,70,19650,13299,0,437963,530,113460,27,13055,0,0,4459,8,2413,24198,4766,810,0,0
"Gunsan",0,9936,0,14813,0,0,0,22973,0,0,0,0,0,2588,0,5,0,92,0,0,879,382,0,0,0,0,0,58,0,0,0,329,0,245,0,0,0,8198,0,23692,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,252,8473,0,0,0,1188,50857,0,28029,0,0,340,30,0,0,0,0,0,277,7918,0
"Gwangju",0,0,0,432,36236,553,735,56745,0,3,0,3872,0,120083,669,0,0,0,0,36,4107,1519,0,19,39121,19364,0,0,1869,195884,182,0,0,9893,415,24,23406,0,3876,133648,0,15589,1271,36569,0,602,180,0,76,184510,0,5081,0,28183,0,347,16818,0,0,14272,0,869930,7612,62118,842,0,504,0,0,0,0,411,0,3911,0,0
"Gwangmyung",0,0,0,0,0,780719,132371,225026,0,0,0,78480,625835,508800,0,0,0,0,0,0,0,0,0,3576,7565,1786,49223,0,195444,4,0,121606,0,5641,0,94,58,0,0,78867,0,16594,0,26721,19121,0,551,0,30789,67193,0,6762,4099,10097,0,0,0,0,0,0,0,46702,26158,0,0,276081,0,0,0,0,0,0,0,47704,0,0
"Gwangyang",0,0,0,0,185,896,2317,0,5,0,84,0,62,0,0,0,0,0,0,0,0,0,37,190,0,0,90,0,125,0,60,13,119,0,1935,212,31,0,115,0,0,25,0,0,0,0,4897,0,98,123,0,68,0,0,1,29,4,0,0,0,0,3,3301,3,0,54,0,0,0,0,0,95,0,0,0,0
"Gyeongju",8065,0,790,0,0,283123,749,31161,0,0,0,6823,224414,108066,1089,0,281,0,2909,0,1601,0,468,71,0,5052,3600,329,0,124780,15,9423,25391,0,17,26,0,0,0,0,0,0,1940,0,0,0,275,0,24,0,0,0,0,504,0,51824,223,151,0,16,0,595137,441,42426,1148,193214,1019,416,0,0,37759,0,4545,0,0,0
"Gyeongsan",8956,0,850,0,0,420088,97987,9076,74736,0,0,0,671985,34507,0,0,637,0,4699,0,1124,0,34397,14642,0,0,148656,0,0,0,124,26355,122054,0,306,675,0,0,0,0,0,0,648,0,0,0,1930,0,96199,0,3486,0,0,0,1468,8608,6724,230,5741,5976,0,49428,1052,24606,865,31054,0,0,1108,0,5216,3497,4324,753,0,0
"Gyeryong",0,3,0,393,148,2,0,20378,0,0,0,238,0,40668,0,0,0,0,0,0,0,0,0,0,2434,969,0,401,10445,7344,0,0,0,0,0,0,396,84,42,17485,179,2234,0,3412,5913,0,0,0,0,3498,0,883,638,18960,0,0,7721,0,0,9442,264,117703,2647,22925,3,0,0,0,0,0,0,0,0,2168,22,0
"Hadong",0,0,0,0,189,5432,16505,512,10,0,0,0,752,362,0,0,0,0,0,0,4,0,30,1193,0,0,816,0,199,0,1982,29,313,0,3296,1241,34,0,55,0,0,172,0,0,0,0,45788,0,552,187,0,24,0,0,11,45,14,0,0,29,0,86,10510,48,0,38,0,0,0,0,0,21,35,0,0,0
"Haman",0,0,0,0,72,8187,24815,151,79,0,0,10,1231,253,0,0,0,0,0,0,13,2,117,1664,0,0,139,0,52,92,229,25,625,0,1450,1827,8,0,11,0,0,11,0,0,0,0,15577,0,957,105,0,1,0,0,32,179,116,0,0,98,0,1439,1355,654,0,96,0,0,0,0,0,97,7,0,0,0
"Hampyeong",0,0,23,0,145,117,68,1826,0,361,0,69,0,4972,0,0,0,0,0,0,125,0,0,9,1188,8,0,0,21685,64,18,0,0,286,20,9,157,0,76,3646,0,955,0,994,0,48,25,0,0,5415,135,1058,0,1006,0,0,1272,0,0,1117,0,20175,184,7437,0,0,0,0,1,0,0,0,136,0,0,0
"Hongsung",0,72469,0,50430,0,87,216,217809,0,0,0,0,85,760,229,0,0,0,0,0,706,171,0,0,0,0,0,8156,0,0,0,0,0,110,0,0,0,2513,0,28635,0,0,578,0,0,0,0,0,65,94,0,0,0,726,0,0,25773,0,0,0,11362,266906,63,93711,368,0,85,0,0,0,66,0,49,335,31350,0
"Hwasoon",0,0,0,0,15730,298,73,268,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,13,163,0,0,0,2220,0,96,0,0,46,99,24,105,0,488,357,0,92,0,108,0,0,47,0,15,1218,0,140,0,131,0,0,216,0,0,92,0,2858,4695,978,0,0,0,0,0,0,0,0,0,576,0,0
"Iksan",0,8874,0,72182,1024,355,0,60694,0,0,0,3255,0,232145,0,0,0,0,0,0,43,0,0,0,47587,16755,0,26697,132314,86412,0,0,0,17182,0,0,3959,28721,331,5142,12539,21304,0,123132,116858,216,0,0,0,48716,0,8990,40514,65559,0,20,27177,0,0,30211,38771,477222,84866,99007,0,0,0,0,0,0,0,0,398,89649,14494,0
"Imsil",0,0,0,0,0,0,0,1391,0,0,0,0,0,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,12765,300,0,0,0,23740,0,0,0,0,0,0,0,1056,746,0,0,961,0,0,946,0,17120,6442,5497,0,0,0,0,0,0,0,0,0,6803,0,0
"Jangsung",0,0,0,0,297,0,0,6802,0,36,870,318,0,25717,0,62,0,377,0,0,0,189,0,0,7102,2155,0,0,13731,19596,0,0,0,2138,0,0,975,0,96,20791,0,2307,372,9483,0,0,0,0,0,10021,0,2432,0,5004,38,0,3005,0,0,3931,0,107176,222,16421,0,0,0,0,0,810,0,225,0,0,0,0
"Jecheon",19252,0,0,0,0,5690,777,7523,0,74317,0,123348,0,99083,8717,0,11853,0,531,12416,21398,0,0,0,0,0,0,0,1557,0,0,2360,648,0,0,0,0,578,0,0,0,372,115,0,332,14021,0,40010,0,207,0,408,0,0,0,0,1752,3420,0,41874,0,174692,0,3217,16426,4557,41744,15065,0,213,648,0,41632,152,0,17348
"Jeongeup",0,0,0,0,343,0,0,18050,0,0,0,711,165,53351,0,1,213,126,0,0,109,422,234,0,24437,4332,0,0,34855,26286,0,0,0,3037,0,0,962,0,69,121828,0,9028,0,0,0,0,0,810,0,16758,0,2870,0,8955,0,0,8175,0,0,7119,0,182972,329,36192,0,0,185,62,0,0,0,0,0,0,0,0
"Jeongju",243,0,0,0,0,190,0,19405,0,0,595,136,647,56868,187,0,0,0,0,0,1533,0,165,0,0,271,0,0,0,17646,0,0,0,5411,0,0,0,0,0,123923,25703,0,332,0,4287,0,0,0,0,0,0,0,103262,24126,0,358,12040,0,0,15389,0,204329,134622,63546,0,0,396,0,0,0,0,0,30,129850,0,0
"Jeungpyung",0,0,42,0,0,19,0,1381,0,15101,12,11539,0,21521,0,0,86,0,0,1366,245,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,48,0,0,144,0,0,16125,0,0,0,0,8,0,17,0,0,0,0,0,47,902,0,0,14848,0,3762,35,1063,16,0,57,0,0,0,0,0,0,100,0,6
"Jinju",0,0,0,0,640,19317,49739,337,192,0,0,27,2477,671,0,0,0,0,0,0,135,238,622,4281,0,0,811,0,179,766,5226,340,1668,0,43189,14868,21,0,47,0,0,127,0,0,0,0,21090,0,4083,446,0,31,0,0,9,216,130,0,0,58,0,3605,18078,301,0,462,0,0,0,0,0,356,183,501,0,0
"Jungsun",0,0,0,0,0,0,115,622,0,18,0,626,1006,1307,0,0,13171,0,399,4,18113,0,509,0,0,0,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,0,42865,810,0,4,0,14984,0,0,0,0,0,0,0,0,0,3289,0,86,0,82766,0,0,15539,0,25854,5267,0,1,0,0,0,72,0,14596
"Milyang",0,0,15,154,57,790094,198004,21728,5332,718,74,2570,246680,41377,0,0,40,0,0,0,399,0,5096,31782,0,552,21847,0,28,34488,141,52,86670,0,833,1220,3,65,16,0,0,72,0,0,0,0,5140,0,54698,64,464,5,0,0,623,113,3624,12,890,2003,163,208062,1130,14320,9,159,0,0,285,0,0,2402,576,0,0,0
"Mokpo",0,0,0,270,375,832,498,26126,0,92,0,1577,0,76182,46,0,0,0,0,0,528,0,0,72,8580,11304,0,0,192562,64779,88,0,0,3092,193,63,7243,91,980,48908,0,10495,199,17302,0,17,328,0,38,846,0,22802,0,9955,0,0,8350,0,0,7292,189,321148,1561,26249,0,0,0,0,0,0,0,0,0,0,0,0
"Munkyeong",0,0,28,0,0,14575,121,0,2066,0,0,0,23739,0,0,0,55,0,0,0,719,0,12445,0,0,0,10428,0,0,0,0,0,3878,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,9,2721,0,0,0,129,0,320,0,0,0,660,0,0,0,3935,131,0,0
"Naju",0,0,0,0,189,98,189,5644,0,0,0,156,0,11394,8,127,0,421,0,0,82,0,0,13,2092,1372,0,0,4941,9215,106,0,0,676,204,17,1112,0,122,9316,0,2678,400,3391,0,0,175,0,5,22067,0,123,0,2205,0,0,2703,0,0,2010,0,74778,524,14037,0,0,0,0,0,40,0,0,0,1337,0,0
"Namwon",0,0,0,0,0,0,0,6262,0,0,0,23,0,14246,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,3416,0,0,0,575,0,0,0,0,0,43074,1210,0,0,0,95358,0,0,0,0,0,0,0,0,2872,0,0,3311,0,0,3127,0,55295,35036,16879,0,0,469,222,0,0,0,0,0,35326,0,471
"Nonsan",0,58,0,1332,485,1286,0,55305,0,0,7848,204,576,321396,0,0,0,1728,0,0,0,72,0,0,6877,1978,72,699,29708,8015,0,504,0,18069,0,0,986,370,125,63589,800,4418,0,8624,24170,0,0,0,0,9915,0,1971,3496,3966,0,400,17956,0,0,28639,383,213155,11707,75482,97,0,0,0,0,0,0,0,360,11483,135,0
"Okchun",0,0,0,0,0,8925,319,16895,1651,0,0,0,12462,63350,0,0,0,0,0,0,0,0,6805,21,0,0,7723,0,0,0,2,0,1544,0,4,24,0,0,0,0,0,38,0,0,0,0,14,0,510,0,0,0,0,0,681,57,6478,0,0,9437,0,51006,1,18356,0,0,0,0,0,0,0,21384,0,56,0,0
"Pohang",648,0,835,0,0,17814,2073,1667,0,340,0,729,45680,4256,0,0,0,0,0,38,0,0,1992,175,0,0,2818,252,347,0,22,58731,6064,0,40,159,0,0,0,20,0,0,380,0,358,66,173,0,110,0,0,0,0,400,57,101,1079,0,0,70,0,9421,429,5760,605,9520,0,0,0,0,4031,604,196,0,0,0
"Pyeongtaek",0,34841,0,23276,738,39923,3459,89975,5092,887,0,1305,57673,261649,0,0,0,0,0,226,0,0,11584,481,6645,0,23342,8683,15632,0,3,197,6709,7719,11,95,1438,26275,181,27039,846,3072,1434,8442,13371,765,195,0,2812,8611,0,2746,3619,19743,6877,1308,6192,0,0,86870,6098,1296551,14093,397347,0,0,0,0,0,0,352,10373,0,14198,20832,0
"Samcheok",677,0,1117,0,0,2244,0,15,54,3,0,7,3931,18,0,0,32350,0,132,0,23568,0,103,0,0,0,317,0,0,0,0,191,373,0,0,0,0,0,0,0,0,0,3765,0,0,0,0,3156,87,0,18,0,0,0,0,0,0,438,30,4,0,19923,218,0,4731,438,4684,574,4,0,197,0,1951,0,0,875
"Sangju",0,0,8,0,0,20834,152,0,3309,0,0,0,44615,0,0,0,73,0,0,0,785,0,20922,0,0,0,21768,0,0,0,0,0,6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,2626,0,0,0,0,0,0,14,920,0,0,288,0,0,16,0,0,0,1057,0,0,0,3873,180,0,0
"Sejong",0,0,94,0,404,27251,2210,283547,3633,28730,466,19668,32636,436988,0,72,98,0,0,7811,213,0,12081,370,5894,0,14543,0,14924,0,5,16,5532,9164,27,61,1080,0,88,28015,740,4189,42317,6935,15226,14926,92,88,1966,7728,0,1913,2907,26354,9138,69,83455,6,0,3339,0,528464,12987,260468,397,0,22,0,0,0,0,13478,0,16042,0,12
"Seocheon",0,12099,0,16621,0,126,0,23131,0,0,0,0,0,3903,0,0,0,0,0,0,0,0,0,0,0,0,0,1376,0,0,0,0,0,175,0,0,0,12027,0,36430,0,0,0,0,0,0,0,0,163,186,0,0,0,289,0,0,5673,0,0,0,667,93221,0,31860,157,0,0,0,0,0,132,0,61,180,10524,0
"Seoul",67095,314133,20948,203984,14823,4433402,521243,2630447,36173,7407,4185,336128,3341185,3774713,32709,0,20380,0,3360,1287,117042,0,124932,23997,105827,6494,432719,52391,842703,42809,11,583197,49546,117285,89,1325,21586,285013,2571,456074,16646,100663,180386,173667,201927,3676,3701,78749,221202,319312,0,79071,55729,216756,55099,9496,1328537,17398,288,554408,99862,13870,254504,2305124,63750,1027543,406575,364505,0,0,4807,133685,118186,367109,209495,27856
"Suncheon",0,85,82,0,23984,10943,12216,27431,57,568,789,1440,769,67742,0,60,1053,117,0,27,512,119,128,1336,129,735,478,0,7839,26213,4198,462,1163,2297,10210,1201,245,63,5051,92463,5819,146,0,201,131354,35,15412,0,892,1618,129,445,35887,9775,1,182,12804,218,0,12264,0,258847,72737,57417,335,199,233,72,0,8,0,225,109,236735,173,0
"Suwon",0,113578,0,84270,4316,378067,12904,664228,13566,1788,0,4467,338121,722836,0,0,0,0,0,489,0,0,49313,2113,32392,0,110976,28469,62218,0,21,41420,23162,23724,47,569,7720,92363,874,95179,5268,17174,2890,37312,63428,1147,472,0,13090,27188,0,14388,17311,78074,18770,5871,384036,0,0,265451,32912,2380928,59177,16501,185,60810,0,0,0,0,3038,41910,477,61764,69225,0
"Taebak",3673,116,4743,235,0,8244,0,889,3,22,0,925,9855,1861,0,0,23333,216,452,4,31362,0,43,0,0,0,75,0,640,0,0,1000,786,3,0,0,0,368,0,0,0,0,16455,0,0,4,0,12681,23,186,327,6,0,97,0,605,0,4935,11,397,157,63363,699,110,527,3662,20932,2473,16,0,841,0,5167,950,223,7514
"Ulsan",14294,0,2468,0,0,699288,555,126253,0,0,0,16772,398651,246401,2933,0,648,0,5354,0,2103,0,0,176,0,11851,13173,0,0,256679,63,194151,30048,0,54,84,0,0,0,0,0,0,4742,0,0,0,544,0,155,0,0,0,0,0,0,11128,0,390,0,0,0,1021047,278,72685,3577,9022,2827,735,0,0,28240,992,9425,2043,0,0
"Wonju",13977,88,0,0,0,4525,480,156,0,2,0,268,314,257,7643,0,2462,0,437,66,6644,0,0,0,0,0,0,340,0,0,0,1014,0,0,0,0,0,85,0,0,0,0,43731,185,396,57,0,25552,0,0,0,0,469,0,0,0,0,4579,0,22,0,393386,0,0,20725,2261,922,82399,0,0,998,0,26789,737,105,13927
"Yangpyeong",5303,0,0,0,0,1543,10,238,0,0,0,0,0,72,2354,0,1365,0,202,0,3566,0,0,0,0,0,0,30,0,0,0,457,0,0,0,0,0,0,0,0,0,0,19337,62,0,0,0,5439,0,0,0,0,222,0,0,0,0,785,0,0,0,329254,0,0,3096,524,84157,50353,0,0,222,0,7867,72,0,1809
"Yechun",0,0,4,0,0,6862,128,0,598,0,0,0,10035,0,0,0,36,0,0,0,235,0,4598,0,0,0,5541,0,0,0,0,0,1401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,312,0,758,0,0,0,0,0,0,1,1450,0,0,0,0,0,6,0,0,0,66,0,0,0,2232,26,0,0
"Yeoncheon",0,0,0,0,0,328,65,224,0,368,0,0,16,288,0,320368,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,213,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,354,0,0,8,0,0,0,0,0,0,57117,0,0,0,15,0,75
"Yeongchun",6346,0,504,167,0,15994,0,918,0,0,0,0,222317,1810,537,0,336,0,5841,0,1110,0,667,0,0,0,2647,0,0,0,0,35614,3511,0,0,0,0,66,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,7562,470,118,0,0,132,5026,0,3170,775,29257,1129,262,0,0,0,0,2381,0,0,0
"Yeongdong",0,0,0,0,0,30493,1730,21213,4238,0,0,0,46687,345219,0,0,0,0,0,0,0,0,27303,231,0,280,23917,0,411,0,99,0,3552,0,19,103,0,0,0,0,0,225,0,0,0,0,374,0,2299,0,0,0,0,0,20028,604,9278,0,0,11890,0,129139,243,43184,0,992,0,0,0,0,0,7902,0,232,0,0
"Yeongju",96326,0,18134,126,0,13477,752,0,694,0,0,0,12232,0,5567,0,10502,691,3234,0,9578,0,7118,0,255,0,5040,0,0,0,0,4898,4790,0,35,7,136,49,0,398,0,0,44800,0,30,0,183,0,560,0,4158,0,0,360,0,388,0,1776,4557,0,61,122144,109,477,5657,9576,26794,7295,2702,0,2309,0,10165,960,0,0
